external_id,glob_id,decision,note
GLOB_GAVOC_02647,GLOB2_944,match,
GLOB_GAVOC_02655,GLOB_142,match,
GLOB_GAVOC_02659,GLOB_778_GEO_2,match,
GLOB_GAVOC_02659,GLOB_778_GEO_1,reject,
GLOB_GAVOC_02659,GLOB_778,reject,
GLOB_GAVOC_02682,GLOB2_1506,match,
GLOB_GAVOC_02690,GLOB_382,child,
GLOB_GAVOC_02691,GLOB_382,match,
GLOB_GAVOC_02696,GLOB2_1119,match,
GLOB_GAVOC_02700,GLOB_44,match,
GLOB_GAVOC_02701,GLOB_362,reject,
GLOB_GAVOC_02704,GLOB2_1119,match,
GLOB_GAVOC_02716,GLOB_NB_65,match,
GLOB_GAVOC_02729,GLOB_RT_165,reject,
GLOB_GAVOC_02730,GLOB_RT_165,match,
GLOB_GAVOC_02739,GLOB_45,child,REVIEW
GLOB_GAVOC_02739,GLOB_45_GEO_1,reject,
GLOB_GAVOC_02739,GLOB_45_HUM_1,reject,
GLOB_GAVOC_02740,GLOB_45,child,REVIEW
GLOB_GAVOC_02740,GLOB_45_GEO_1,reject,
GLOB_GAVOC_02740,GLOB_45_HUM_1,reject,
GLOB_GAVOC_02741,GLOB_45_GEO_1,match,
GLOB_GAVOC_02741,GLOB_45_HUM_1,reject,
GLOB_GAVOC_02741,GLOB_45,reject,
GLOB_GAVOC_02758,GLOB_55,child,
GLOB_GAVOC_02761,GLOB2_1360,child,
GLOB_GAVOC_02763,GLOB_362,reject,
GLOB_GAVOC_02776,GLOB_634,child,
GLOB_GAVOC_02804,GLOB_122,match,
GLOB_GAVOC_02829,NR_230,match,
GLOB_GAVOC_02833,GLOB_706,match,
GLOB_GAVOC_02840,GLOB_252,match,
GLOB_GAVOC_02850,GLOB2_1105,match,
GLOB_GAVOC_02856,GLOB2_1784,match,
GLOB_GAVOC_02866,GLOB2_1118,match,
GLOB_GAVOC_02901,GLOB2_1023,match,
GLOB_GAVOC_02905,GLOB_868,child,
GLOB_GAVOC_02906,GLOB_868,match,
GLOB_GAVOC_02918,NR_215,match,
GLOB_GAVOC_02927,GLOB2_E_113,reject,
GLOB_GAVOC_02963,GLOB2_1817,match,
GLOB_GAVOC_02966,GLOB_BN_97,match,
GLOB_GAVOC_02975,GLOB_BN_91,match,
GLOB_GAVOC_02979,GLOB_208,match,
GLOB_GAVOC_02994,GLOB_RT_188,match,
GLOB_GAVOC_03026,GLOB_PY_3,match,
GLOB_GAVOC_03047,GLOB_288,match,
GLOB_GAVOC_03056,GLOB2_1437,match,
GLOB_GAVOC_03075,GLOB_178,reject,
GLOB_GAVOC_03110,GLOB_RT_186,match,
GLOB_GAVOC_03115,GLOB_873,match,
GLOB_GAVOC_03122,GLOB2_1219,match,
GLOB_GAVOC_03122,GLOB2_1067,reject,
GLOB_GAVOC_03122,GLOB_E_242,reject,
GLOB_GAVOC_03126,GLOB2_1724,match,
GLOB_GAVOC_03130,GLOB_RT_266,match,
GLOB_GAVOC_03149,GLOB2_1289,match,
GLOB_GAVOC_03165,GLOB_BN_81,match,
GLOB_GAVOC_03171,GLOB_269,match,
GLOB_GAVOC_03191,GLOB2_E_41,match,
GLOB_GAVOC_03191,GLOB2_E_41_GEO_1,reject,
GLOB_GAVOC_03191,GLOB2_E_41_HUM_1,reject,
GLOB_GAVOC_03193,GLOB2_1904,match,
GLOB_GAVOC_03195,GLOB_459,reject,
GLOB_GAVOC_03196,GLOB_527,match,
GLOB_GAVOC_03202,GLOB_BN_20,match,
GLOB_GAVOC_03212,GLOB2_E_62,match,
GLOB_GAVOC_03221,GLOB2_1461,reject,
GLOB_GAVOC_03237,GLOB2_E_66,match,
GLOB_GAVOC_03239,GLOB2_E_74,reject,
GLOB_GAVOC_03240,GLOB_54_GEO_1,match,
GLOB_GAVOC_03240,GLOB_54,reject,
GLOB_GAVOC_03240,GLOB_54_HUM_1,reject,
GLOB_GAVOC_03241,GLOB_54_GEO_1,reject,
GLOB_GAVOC_03241,GLOB_54,reject,
GLOB_GAVOC_03241,GLOB_54_HUM_1,match,
GLOB_GAVOC_03243,GLOB2_E_71,match,
GLOB_GAVOC_03247,GLOB2_1067,match,
GLOB_GAVOC_03322,GLOB_50,match,
GLOB_GAVOC_03258,GLOB_785,match,
