glob_id,external_id,similarity_score,method,overlap
GLOB2_1050_GEO_2,GLOB_GAVOC_02624,100.0,1,False
GLOB2_1050_HUM_1,GLOB_GAVOC_02624,100.0,1,False
GLOB2_1403,GLOB_GAVOC_02644,100.0,1,True
GLOB2_944,GLOB_GAVOC_02647,100.0,1,True
GLOB_778,GLOB_GAVOC_02659,100.0,1,False
GLOB_778_GEO_1,GLOB_GAVOC_02659,100.0,1,False
GLOB_778_GEO_2,GLOB_GAVOC_02659,100.0,1,False
GLOB2_1506,GLOB_GAVOC_02682,100.0,1,False
GLOB_382,GLOB_GAVOC_02690,100.0,1,False
GLOB_382,GLOB_GAVOC_02691,100.0,1,False
GLOB2_1119,GLOB_GAVOC_02696,100.0,1,False
GLOB_44,GLOB_GAVOC_02700,100.0,1,False
GLOB2_1119,GLOB_GAVOC_02704,100.0,1,False
GLOB_NB_65,GLOB_GAVOC_02716,100.0,1,False
GLOB_RT_165,GLOB_GAVOC_02729,83.33333333333334,1,False
GLOB_RT_165,GLOB_GAVOC_02730,100.0,1,False
GLOB_45,GLOB_GAVOC_02739,100.0,1,False
GLOB_45_GEO_1,GLOB_GAVOC_02739,100.0,1,False
GLOB_45_HUM_1,GLOB_GAVOC_02739,100.0,1,False
GLOB_45,GLOB_GAVOC_02740,100.0,1,False
GLOB_45_GEO_1,GLOB_GAVOC_02740,100.0,1,False
GLOB_45_HUM_1,GLOB_GAVOC_02740,100.0,1,False
GLOB_45,GLOB_GAVOC_02741,100.0,1,False
GLOB_45_GEO_1,GLOB_GAVOC_02741,100.0,1,False
GLOB_45_HUM_1,GLOB_GAVOC_02741,100.0,1,False
GLOB_55,GLOB_GAVOC_02758,100.0,1,False
GLOB2_1360,GLOB_GAVOC_02761,100.0,1,False
GLOB_634,GLOB_GAVOC_02776,100.0,1,False
GLOB_122,GLOB_GAVOC_02804,100.0,1,False
NR_230,GLOB_GAVOC_02829,100.0,1,True
GLOB_706,GLOB_GAVOC_02833,100.0,1,False
GLOB_252,GLOB_GAVOC_02840,100.0,1,False
GLOB2_1105,GLOB_GAVOC_02850,100.0,1,False
GLOB2_1784,GLOB_GAVOC_02856,100.0,1,False
GLOB2_1118,GLOB_GAVOC_02866,100.0,1,False
GLOB2_1023,GLOB_GAVOC_02901,100.0,1,False
GLOB_868,GLOB_GAVOC_02905,100.0,1,False
GLOB_868,GLOB_GAVOC_02906,100.0,1,False
NR_215,GLOB_GAVOC_02918,100.0,1,True
GLOB2_E_113,GLOB_GAVOC_02927,84.21052631578947,1,True
GLOB_464,GLOB_GAVOC_02958,87.5,1,False
GLOB2_1817,GLOB_GAVOC_02963,100.0,1,True
GLOB_BN_97,GLOB_GAVOC_02966,100.0,1,False
GLOB_BN_91,GLOB_GAVOC_02975,100.0,1,False
GLOB_208,GLOB_GAVOC_02979,93.33333333333333,1,False
GLOB_RT_188,GLOB_GAVOC_02994,96.55172413793103,1,False
GLOB2_1023,GLOB_GAVOC_03001,100.0,1,False
GLOB_PY_3,GLOB_GAVOC_03026,86.95652173913044,1,True
GLOB_288,GLOB_GAVOC_03047,100.0,1,False
GLOB2_1437,GLOB_GAVOC_03056,100.0,1,True
GLOB_178,GLOB_GAVOC_03075,88.88888888888889,1,False
GLOB_RT_186,GLOB_GAVOC_03110,94.73684210526316,1,True
GLOB_873,GLOB_GAVOC_03115,100.0,1,False
GLOB2_1067,GLOB_GAVOC_03122,100.0,1,True
GLOB2_1219,GLOB_GAVOC_03122,100.0,1,True
GLOB_E_242,GLOB_GAVOC_03122,100.0,1,False
GLOB2_1724,GLOB_GAVOC_03126,100.0,1,True
GLOB_RT_266,GLOB_GAVOC_03130,100.0,1,True
GLOB_RT_266,GLOB_GAVOC_03131,100.0,1,True
GLOB2_1289,GLOB_GAVOC_03149,100.0,1,False
GLOB_BN_81,GLOB_GAVOC_03165,95.23809523809523,1,False
GLOB_269,GLOB_GAVOC_03171,100.0,1,False
GLOB2_E_41,GLOB_GAVOC_03191,100.0,1,False
GLOB2_E_41_GEO_1,GLOB_GAVOC_03191,100.0,1,True
GLOB2_E_41_HUM_1,GLOB_GAVOC_03191,100.0,1,False
GLOB2_1904,GLOB_GAVOC_03193,100.0,1,False
GLOB_527,GLOB_GAVOC_03196,100.0,1,False
GLOB_BN_20,GLOB_GAVOC_03202,100.0,1,False
GLOB2_E_62,GLOB_GAVOC_03212,100.0,1,True
GLOB2_1461,GLOB_GAVOC_03221,90.0,1,False
GLOB2_E_66,GLOB_GAVOC_03237,100.0,1,True
GLOB_54,GLOB_GAVOC_03240,100.0,1,False
GLOB_54_GEO_1,GLOB_GAVOC_03240,100.0,1,True
GLOB_54_HUM_1,GLOB_GAVOC_03240,100.0,1,False
GLOB_54,GLOB_GAVOC_03241,100.0,1,False
GLOB_54_GEO_1,GLOB_GAVOC_03241,100.0,1,False
GLOB_54_HUM_1,GLOB_GAVOC_03241,100.0,1,False
GLOB2_E_71,GLOB_GAVOC_03243,100.0,1,True
GLOB2_1067,GLOB_GAVOC_03247,100.0,1,True
GLOB_785,GLOB_GAVOC_03258,100.0,1,False
GLOB_785,GLOB_GAVOC_03260,100.0,1,False
GLOB_147,GLOB_GAVOC_03266,100.0,1,True
GLOB_113,GLOB_GAVOC_03305,100.0,1,False
GLOB_50,GLOB_GAVOC_03322,100.0,1,False
GLOB_51,GLOB_GAVOC_03337,100.0,1,False
GLOB_51_HUM_1,GLOB_GAVOC_03337,100.0,1,False
GLOB_51_HUM_2,GLOB_GAVOC_03337,100.0,1,False
GLOB_BN_49,GLOB_GAVOC_03341,100.0,1,False
GLOB_562,GLOB_GAVOC_03345,91.66666666666666,1,False
GLOB_RT_143,GLOB_GAVOC_03359,100.0,1,False
GLOB2_1387,GLOB_GAVOC_03361,100.0,1,False
GLOB2_1387,GLOB_GAVOC_03362,100.0,1,False
GLOB_158,GLOB_GAVOC_03364,100.0,1,False
GLOB2_1354,GLOB_GAVOC_03367,94.73684210526316,1,False
GLOB_RT_144,GLOB_GAVOC_03409,100.0,1,False
GLOB_655,GLOB_GAVOC_03416,85.71428571428572,1,False
GLOB_172,GLOB_GAVOC_03424,87.5,1,False
GLOB2_1218,GLOB_GAVOC_03459,83.33333333333334,1,False
GLOB_82,GLOB_GAVOC_03459,100.0,1,False
GLOB2_1138,GLOB_GAVOC_03460,100.0,1,False
GLOB_556,GLOB_GAVOC_03491,100.0,1,False
GLOB_RT_28,GLOB_GAVOC_03492,100.0,1,False
GLOB2_1138,GLOB_GAVOC_03501,100.0,1,False
GLOB_314,GLOB_GAVOC_03508,100.0,1,False
GLOB_314,GLOB_GAVOC_03510,100.0,1,False
GLOB_314,GLOB_GAVOC_03513,100.0,1,False
GLOB_884,GLOB_GAVOC_03514,100.0,1,False
GLOB2_E_54,GLOB_GAVOC_03518,86.95652173913044,1,True
GLOB_PY_54,GLOB_GAVOC_03523,100.0,1,False
GLOB_368,GLOB_GAVOC_03529,100.0,1,False
GLOB_559,GLOB_GAVOC_03531,100.0,1,False
GLOB_827,GLOB_GAVOC_03533,100.0,1,False
GLOB_BN_47,GLOB_GAVOC_03548,88.88888888888889,1,False
GLOB2_1600,GLOB_GAVOC_03557,100.0,1,True
GLOB2_1721,GLOB_GAVOC_03564,82.35294117647058,1,False
GLOB2_1721,GLOB_GAVOC_03568,82.35294117647058,1,False
GLOB2_E_254,GLOB_GAVOC_03577,83.33333333333334,1,False
GLOB_314,GLOB_GAVOC_03593,100.0,1,False
GLOB_RT_207,GLOB_GAVOC_03596,83.33333333333334,1,False
GLOB2_965,GLOB_GAVOC_03604,100.0,1,False
GLOB2_E_257,GLOB_GAVOC_03604,100.0,1,False
GLOB_786,GLOB_GAVOC_03617,100.0,1,False
GLOB2_1033,GLOB_GAVOC_03639,100.0,1,True
GLOB_707,GLOB_GAVOC_03646,92.3076923076923,1,False
GLOB2_954,GLOB_GAVOC_03647,100.0,1,False
GLOB2_E_55,GLOB_GAVOC_03651,100.0,1,False
GLOB_PY_25,GLOB_GAVOC_03654,90.9090909090909,1,True
GLOB_PY_25,GLOB_GAVOC_03657,100.0,1,True
GLOB2_1019,GLOB_GAVOC_03674,94.73684210526316,1,True
GLOB2_1726,GLOB_GAVOC_03709,100.0,1,False
GLOB_RT_185,GLOB_GAVOC_03735,100.0,1,False
GLOB_885,GLOB_GAVOC_03761,100.0,1,False
GLOB_885,GLOB_GAVOC_03762,100.0,1,False
GLOB_886,GLOB_GAVOC_03776,100.0,1,False
GLOB_886_GEO_1,GLOB_GAVOC_03776,100.0,1,False
GLOB_886_HUM_1,GLOB_GAVOC_03776,100.0,1,False
GLOB_751,GLOB_GAVOC_03781,83.33333333333334,1,False
GLOB2_1894,GLOB_GAVOC_03785,100.0,no_coordinates,False
GLOB2_1894_HUM_1,GLOB_GAVOC_03785,100.0,no_coordinates,False
GLOB_53,GLOB_GAVOC_03789,100.0,1,False
GLOB_331,GLOB_GAVOC_03813,100.0,1,False
GLOB2_1793,GLOB_GAVOC_03816,100.0,1,False
GLOB2_1821,GLOB_GAVOC_03818,100.0,1,False
GLOB_331,GLOB_GAVOC_03821,100.0,1,False
GLOB2_1173,GLOB_GAVOC_03825,100.0,1,False
GLOB2_E_257,GLOB_GAVOC_03854,100.0,1,False
GLOB_BN_41,GLOB_GAVOC_03881,100.0,1,False
GLOB2_1822,GLOB_GAVOC_03901,85.71428571428572,1,False
GLOB2_1515,GLOB_GAVOC_03916,100.0,1,False
GLOB_145,GLOB_GAVOC_03918,100.0,1,False
GLOB2_1412,GLOB_GAVOC_03930,100.0,1,True
GLOB_55,GLOB_GAVOC_03931,100.0,1,True
GLOB_RT_184,GLOB_GAVOC_03943,100.0,1,True
GLOB_E_13,GLOB_GAVOC_03949,100.0,1,False
GLOB_274,GLOB_GAVOC_03960,100.0,1,False
GLOB_734,GLOB_GAVOC_03960,100.0,1,False
GLOB_552,GLOB_GAVOC_03966,92.3076923076923,1,False
GLOB_693,GLOB_GAVOC_03966,100.0,1,False
GLOB_330,GLOB_GAVOC_03984,87.5,1,False
GLOB2_1009,GLOB_GAVOC_03990,100.0,1,False
GLOB2_1009_HUM_1,GLOB_GAVOC_03990,100.0,1,False
GLOB2_1009_HUM_2,GLOB_GAVOC_03990,100.0,1,False
GLOB_551,GLOB_GAVOC_03991,100.0,1,False
GLOB_538,GLOB_GAVOC_04000,91.66666666666666,1,False
GLOB_538_HUM_1,GLOB_GAVOC_04000,91.66666666666666,1,False
GLOB_538_HUM_2,GLOB_GAVOC_04000,91.66666666666666,1,False
GLOB_538_HUM_3,GLOB_GAVOC_04000,91.66666666666666,1,False
GLOB_538,GLOB_GAVOC_04002,100.0,1,False
GLOB_538_HUM_1,GLOB_GAVOC_04002,100.0,1,False
GLOB_538_HUM_2,GLOB_GAVOC_04002,100.0,1,False
GLOB_538_HUM_3,GLOB_GAVOC_04002,100.0,1,False
GLOB_533,GLOB_GAVOC_04003,100.0,1,False
GLOB2_910,GLOB_GAVOC_04006,100.0,1,False
GLOB_828,GLOB_GAVOC_04009,100.0,1,False
GLOB_133,GLOB_GAVOC_04014,100.0,1,False
GLOB2_E_244,GLOB_GAVOC_04025,100.0,1,False
GLOB2_E_244,GLOB_GAVOC_04026,100.0,1,False
GLOB2_E_84,GLOB_GAVOC_04029,90.0,1,True
GLOB_821,GLOB_GAVOC_04057,100.0,1,False
GLOB_821,GLOB_GAVOC_04066,88.88888888888889,1,False
GLOB_RT_11,GLOB_GAVOC_04066,85.71428571428572,1,False
GLOB_RT_71,GLOB_GAVOC_04066,85.71428571428572,1,False
GLOB2_949,GLOB_GAVOC_04070,100.0,1,False
GLOB2_1489,GLOB_GAVOC_04089,100.0,1,False
GLOB2_E_81,GLOB_GAVOC_04112,100.0,1,True
GLOB_57,GLOB_GAVOC_04117,100.0,1,False
GLOB2_1409,GLOB_GAVOC_04135,82.35294117647058,1,False
GLOB_535,GLOB_GAVOC_04135,92.3076923076923,1,False
GLOB_538,GLOB_GAVOC_04146,100.0,1,False
GLOB_538_HUM_1,GLOB_GAVOC_04146,100.0,1,False
GLOB_538_HUM_2,GLOB_GAVOC_04146,100.0,1,False
GLOB_538_HUM_3,GLOB_GAVOC_04146,100.0,1,False
GLOB_893,GLOB_GAVOC_04164,100.0,1,False
GLOB_893_HUM_1,GLOB_GAVOC_04164,100.0,1,False
GLOB_893_HUM_2,GLOB_GAVOC_04164,100.0,1,False
GLOB_533,GLOB_GAVOC_04174,100.0,1,False
GLOB_533,GLOB_GAVOC_04175,100.0,1,False
GLOB2_1287,GLOB_GAVOC_04176,85.71428571428572,1,True
GLOB_533,GLOB_GAVOC_04176,100.0,1,False
GLOB_164,GLOB_GAVOC_04183,100.0,1,False
GLOB_164_HUM_1,GLOB_GAVOC_04183,96.2962962962963,1,False
GLOB_164_HUM_2,GLOB_GAVOC_04183,100.0,1,False
GLOB_900,GLOB_GAVOC_04186,100.0,1,False
GLOB_RT_14,GLOB_GAVOC_04225,89.65517241379311,1,False
GLOB_607,GLOB_GAVOC_04238,100.0,1,False
GLOB_RT_169,GLOB_GAVOC_04239,100.0,1,False
GLOB2_1342,GLOB_GAVOC_04250,100.0,1,False
GLOB_59,GLOB_GAVOC_04259,100.0,1,False
GLOB_RT_121,GLOB_GAVOC_04273,100.0,1,False
GLOB2_E_41,GLOB_GAVOC_04279,100.0,1,False
GLOB2_E_41_GEO_1,GLOB_GAVOC_04279,100.0,1,True
GLOB_PY_32,GLOB_GAVOC_04288,83.33333333333334,1,False
GLOB_PY_32,GLOB_GAVOC_04291,83.33333333333334,1,False
GLOB_134,GLOB_GAVOC_04295,100.0,1,False
GLOB_122,GLOB_GAVOC_04314,100.0,1,False
GLOB_556,GLOB_GAVOC_04314,100.0,1,False
GLOB2_1852,GLOB_GAVOC_04322,100.0,1,False
GLOB_539,GLOB_GAVOC_04322,100.0,1,False
GLOB2_E_233,GLOB_GAVOC_04324,85.71428571428572,1,False
GLOB_177,GLOB_GAVOC_04343,84.21052631578947,1,False
GLOB2_1673,GLOB_GAVOC_04349,100.0,1,False
GLOB2_1673,GLOB_GAVOC_04357,100.0,1,False
GLOB2_E_90,GLOB_GAVOC_04369,100.0,1,False
GLOB_799,GLOB_GAVOC_04406,100.0,1,False
GLOB2_E_92,GLOB_GAVOC_04416,100.0,1,False
GLOB2_E_101,GLOB_GAVOC_04483,100.0,1,False
GLOB_217,GLOB_GAVOC_04488,100.0,1,False
GLOB_492,GLOB_GAVOC_04530,100.0,1,False
GLOB_291,GLOB_GAVOC_04533,100.0,1,False
GLOB2_1784,GLOB_GAVOC_04537,100.0,no_coordinates,False
GLOB2_989,GLOB_GAVOC_04570,100.0,1,False
GLOB2_1271,GLOB_GAVOC_04571,100.0,1,False
GLOB_140,GLOB_GAVOC_04572,100.0,1,False
GLOB_124,GLOB_GAVOC_04585,100.0,1,False
GLOB_PY_7,GLOB_GAVOC_04585,100.0,1,False
GLOB_25,GLOB_GAVOC_04587,100.0,1,False
GLOB2_E_270,GLOB_GAVOC_04594,100.0,1,False
GLOB2_1580,GLOB_GAVOC_04598,85.71428571428572,1,False
GLOB_177,GLOB_GAVOC_04612,82.35294117647058,1,False
GLOB_177,GLOB_GAVOC_04613,100.0,1,False
GLOB_281,GLOB_GAVOC_04621,85.71428571428572,1,False
GLOB_61,GLOB_GAVOC_04654,100.0,1,False
GLOB_25,GLOB_GAVOC_04659,92.3076923076923,1,False
GLOB_307,GLOB_GAVOC_04668,100.0,1,False
GLOB2_E_272,GLOB_GAVOC_04698,87.5,1,False
GLOB_62,GLOB_GAVOC_04708,100.0,1,True
GLOB_62,GLOB_GAVOC_04709,100.0,1,False
GLOB2_E_248,GLOB_GAVOC_04727,100.0,1,False
GLOB_112,GLOB_GAVOC_04760,100.0,1,False
GLOB2_907,GLOB_GAVOC_04840,100.0,1,False
GLOB_RT_30,GLOB_GAVOC_04917,100.0,1,False
GLOB_RT_173,GLOB_GAVOC_04922,100.0,1,True
GLOB_RT_30,GLOB_GAVOC_04923,100.0,1,False
GLOB2_1889,GLOB_GAVOC_04925,100.0,1,True
GLOB2_1326,GLOB_GAVOC_04943,100.0,1,False
GLOB2_1326,GLOB_GAVOC_04949,100.0,1,False
GLOB2_E_223,GLOB_GAVOC_04966,100.0,1,True
GLOB2_1150,GLOB_GAVOC_04974,100.0,1,False
GLOB2_1267,GLOB_GAVOC_04981,100.0,1,False
GLOB2_1268,GLOB_GAVOC_04982,100.0,1,False
GLOB_116,GLOB_GAVOC_04983,90.9090909090909,1,False
GLOB_116,GLOB_GAVOC_04984,90.9090909090909,1,False
GLOB_116,GLOB_GAVOC_04988,100.0,1,False
GLOB2_1612,GLOB_GAVOC_04999,85.71428571428572,1,False
GLOB_RT_151,GLOB_GAVOC_04999,100.0,1,True
GLOB_736,GLOB_GAVOC_05023,100.0,1,False
GLOB2_1507,GLOB_GAVOC_05042,100.0,1,False
GLOB_94,GLOB_GAVOC_05042,100.0,1,False
GLOB_823,GLOB_GAVOC_05052,93.33333333333333,1,False
GLOB2_1444,GLOB_GAVOC_05058,86.95652173913044,1,True
GLOB_737,GLOB_GAVOC_05088,100.0,1,False
GLOB2_E_242,GLOB_GAVOC_05093,83.33333333333334,1,True
GLOB2_1001,GLOB_GAVOC_05097,100.0,1,False
GLOB2_1366,GLOB_GAVOC_05110,100.0,1,False
GLOB_RT_1,GLOB_GAVOC_05113,100.0,1,False
GLOB_RT_10,GLOB_GAVOC_05116,88.0,1,True
GLOB2_1811,GLOB_GAVOC_05133,100.0,1,False
GLOB2_1245,GLOB_GAVOC_05135,100.0,1,True
GLOB_RT_181,GLOB_GAVOC_05174,100.0,1,True
GLOB_810,GLOB_GAVOC_05195,100.0,1,False
GLOB_680,GLOB_GAVOC_05212,100.0,1,False
GLOB2_1137,GLOB_GAVOC_05214,100.0,1,False
GLOB2_926,GLOB_GAVOC_05229,100.0,1,False
GLOB2_1753,GLOB_GAVOC_05237,100.0,1,False
GLOB2_1430,GLOB_GAVOC_05251,100.0,no_coordinates,False
GLOB_541,GLOB_GAVOC_05264,90.9090909090909,1,False
GLOB2_1587,GLOB_GAVOC_05278,100.0,1,False
GLOB2_1496,GLOB_GAVOC_05284,100.0,1,False
GLOB2_990,GLOB_GAVOC_05300,100.0,1,False
GLOB2_990,GLOB_GAVOC_05301,100.0,1,False
GLOB_812,GLOB_GAVOC_05303,100.0,1,False
GLOB_RT_124,GLOB_GAVOC_05308,100.0,1,False
GLOB2_1766,GLOB_GAVOC_05310,100.0,1,False
GLOB_664,GLOB_GAVOC_05322,85.71428571428572,1,True
GLOB_99,GLOB_GAVOC_05329,100.0,1,False
GLOB_240,GLOB_GAVOC_05347,83.33333333333334,1,False
GLOB2_1515,GLOB_GAVOC_05349,100.0,1,False
GLOB_RT_4,GLOB_GAVOC_05359,100.0,1,False
GLOB_810,GLOB_GAVOC_05361,100.0,1,False
GLOB2_1896,GLOB_GAVOC_05383,100.0,1,True
GLOB_119,GLOB_GAVOC_05395,100.0,1,False
GLOB_RT_126,GLOB_GAVOC_05398,100.0,1,False
GLOB2_E_20,GLOB_GAVOC_05404,100.0,1,False
GLOB2_1007,GLOB_GAVOC_05411,100.0,1,False
GLOB2_1007,GLOB_GAVOC_05412,100.0,1,False
GLOB2_1007,GLOB_GAVOC_05415,100.0,1,False
GLOB_574,GLOB_GAVOC_05422,100.0,1,False
GLOB2_E_19,GLOB_GAVOC_05425,100.0,1,False
GLOB_189,GLOB_GAVOC_05425,100.0,1,False
GLOB_14,GLOB_GAVOC_05452,83.33333333333334,1,False
GLOB_543,GLOB_GAVOC_05452,100.0,1,False
GLOB_184,GLOB_GAVOC_05458,100.0,1,True
GLOB2_1316,GLOB_GAVOC_05476,100.0,1,False
GLOB_530,GLOB_GAVOC_05487,100.0,1,False
GLOB_96,GLOB_GAVOC_05487,91.66666666666666,1,False
GLOB2_1190,GLOB_GAVOC_05490,100.0,1,True
GLOB_BN_151,GLOB_GAVOC_05511,100.0,1,False
GLOB_BN_151,GLOB_GAVOC_05513,100.0,1,False
GLOB_865,GLOB_GAVOC_05524,100.0,1,False
GLOB2_897,GLOB_GAVOC_05559,100.0,1,False
GLOB2_897,GLOB_GAVOC_05561,100.0,1,False
GLOB_403,GLOB_GAVOC_05574,85.71428571428572,1,False
GLOB_403,GLOB_GAVOC_05576,100.0,1,False
GLOB_352,GLOB_GAVOC_05579,100.0,1,False
GLOB2_E_251,GLOB_GAVOC_05607,100.0,1,False
GLOB2_1661,GLOB_GAVOC_05615,100.0,1,False
GLOB2_1776,GLOB_GAVOC_05620,100.0,1,True
GLOB_67,GLOB_GAVOC_05630,100.0,1,False
GLOB_67,GLOB_GAVOC_05634,100.0,1,False
GLOB_67,GLOB_GAVOC_05636,100.0,1,False
GLOB_404,GLOB_GAVOC_05642,100.0,1,False
GLOB_404,GLOB_GAVOC_05643,100.0,1,False
GLOB_677,GLOB_GAVOC_05666,100.0,1,False
GLOB_36,GLOB_GAVOC_05671,100.0,1,True
GLOB2_1512,GLOB_GAVOC_05682,100.0,1,False
GLOB_E_9,GLOB_GAVOC_05690,84.21052631578947,1,False
GLOB_268,GLOB_GAVOC_05694,100.0,1,False
GLOB_542,GLOB_GAVOC_05709,100.0,1,False
GLOB_304,GLOB_GAVOC_05718,100.0,1,False
GLOB2_1528,GLOB_GAVOC_05726,100.0,1,False
GLOB2_1528,GLOB_GAVOC_05740,100.0,1,False
GLOB2_1067,GLOB_GAVOC_05747,100.0,1,False
GLOB_777,GLOB_GAVOC_05769,100.0,1,False
GLOB2_975,GLOB_GAVOC_05780,100.0,1,True
GLOB2_975,GLOB_GAVOC_05781,100.0,1,True
GLOB_67,GLOB_GAVOC_05800,92.3076923076923,1,False
GLOB_E_10,GLOB_GAVOC_05814,100.0,1,False
GLOB_E_11,GLOB_GAVOC_05845,100.0,1,False
GLOB_454,GLOB_GAVOC_05849,100.0,1,True
GLOB2_1831,GLOB_GAVOC_05886,82.35294117647058,1,False
GLOB2_964,GLOB_GAVOC_05888,100.0,1,False
GLOB2_1780,GLOB_GAVOC_05897,100.0,1,False
GLOB2_1831,GLOB_GAVOC_05906,82.35294117647058,1,False
GLOB2_1831,GLOB_GAVOC_05908,82.35294117647058,1,True
NR_228,GLOB_GAVOC_05911,100.0,1,False
GLOB_638,GLOB_GAVOC_05914,100.0,1,False
GLOB_655,GLOB_GAVOC_05926,100.0,1,False
GLOB_352,GLOB_GAVOC_05939,100.0,1,False
GLOB2_E_254,GLOB_GAVOC_05951,100.0,1,False
GLOB_802,GLOB_GAVOC_05961,93.75,1,False
GLOB_570,GLOB_GAVOC_05962,90.0,1,False
GLOB_570,GLOB_GAVOC_05965,100.0,1,False
GLOB_E_10,GLOB_GAVOC_05990,100.0,1,False
GLOB_PY_39,GLOB_GAVOC_05993,100.0,1,False
GLOB_185,GLOB_GAVOC_06005,100.0,1,False
GLOB_635,GLOB_GAVOC_06005,84.21052631578947,1,False
GLOB_71,GLOB_GAVOC_06009,100.0,1,False
GLOB_71_HUM_1,GLOB_GAVOC_06009,100.0,1,False
GLOB_71_HUM_2,GLOB_GAVOC_06009,100.0,1,False
GLOB_71_HUM_3,GLOB_GAVOC_06009,100.0,1,False
GLOB_536,GLOB_GAVOC_06015,100.0,1,False
GLOB2_1825,GLOB_GAVOC_06023,100.0,1,False
GLOB2_1785,GLOB_GAVOC_06033,100.0,1,True
GLOB_73,GLOB_GAVOC_06035,100.0,1,False
GLOB2_1785,GLOB_GAVOC_06047,100.0,1,True
GLOB_201,GLOB_GAVOC_06055,100.0,1,False
GLOB_201_HUM_1,GLOB_GAVOC_06055,100.0,1,False
GLOB_201_HUM_2,GLOB_GAVOC_06055,100.0,1,False
GLOB_865,GLOB_GAVOC_06084,85.71428571428572,1,False
GLOB_406,GLOB_GAVOC_06093,100.0,1,False
GLOB_73,GLOB_GAVOC_06110,100.0,1,False
GLOB_RT_180,GLOB_GAVOC_06117,100.0,1,True
GLOB_E_26,GLOB_GAVOC_06128,95.65217391304348,1,False
GLOB2_1913,GLOB_GAVOC_06131,97.2972972972973,1,False
GLOB2_1768,GLOB_GAVOC_06152,83.33333333333334,1,True
GLOB2_1768,GLOB_GAVOC_06153,92.3076923076923,1,True
GLOB2_955,GLOB_GAVOC_06159,100.0,1,True
GLOB2_1881,GLOB_GAVOC_06169,100.0,1,False
GLOB_NB_32,GLOB_GAVOC_06172,83.33333333333334,1,False
GLOB_870,GLOB_GAVOC_06180,85.71428571428572,1,False
GLOB_765,GLOB_GAVOC_06193,100.0,1,False
GLOB2_1139,GLOB_GAVOC_06196,100.0,1,True
GLOB_74,GLOB_GAVOC_06204,100.0,1,False
GLOB_861,GLOB_GAVOC_06226,100.0,1,False
GLOB_153,GLOB_GAVOC_06229,100.0,1,False
GLOB_E_12,GLOB_GAVOC_06236,95.23809523809523,1,False
GLOB_414,GLOB_GAVOC_06238,87.5,1,False
GLOB_NB_70,GLOB_GAVOC_06269,100.0,1,False
GLOB2_1629,GLOB_GAVOC_06273,100.0,1,False
GLOB2_1629,GLOB_GAVOC_06276,100.0,1,False
GLOB_RT_5,GLOB_GAVOC_06289,100.0,1,False
GLOB_RT_5,GLOB_GAVOC_06290,100.0,1,False
GLOB_340,GLOB_GAVOC_06309,100.0,1,False
GLOB_344,GLOB_GAVOC_06352,100.0,1,False
GLOB_344,GLOB_GAVOC_06354,85.71428571428572,1,False
GLOB2_1051,GLOB_GAVOC_06373,100.0,1,False
GLOB2_1051,GLOB_GAVOC_06374,100.0,1,False
GLOB2_1051,GLOB_GAVOC_06375,100.0,1,True
GLOB_410,GLOB_GAVOC_06392,100.0,1,False
GLOB_410,GLOB_GAVOC_06406,100.0,1,False
GLOB_765,GLOB_GAVOC_06407,100.0,1,False
GLOB2_E_179,GLOB_GAVOC_06415,100.0,1,False
GLOB_76,GLOB_GAVOC_06462,100.0,1,False
GLOB_636,GLOB_GAVOC_06466,100.0,1,False
GLOB2_1371,GLOB_GAVOC_06478,100.0,1,False
GLOB_149,GLOB_GAVOC_06489,100.0,1,False
GLOB_E_15,GLOB_GAVOC_06495,100.0,1,False
GLOB_E_15,GLOB_GAVOC_06496,100.0,1,False
GLOB_407,GLOB_GAVOC_06517,100.0,1,False
NR_217,GLOB_GAVOC_06542,100.0,1,False
GLOB_202,GLOB_GAVOC_06546,83.33333333333334,1,False
GLOB_392,GLOB_GAVOC_06564,100.0,1,False
GLOB_412,GLOB_GAVOC_06588,100.0,1,False
GLOB_373,GLOB_GAVOC_06592,100.0,1,False
GLOB_373_HUM_1,GLOB_GAVOC_06592,100.0,1,False
GLOB_373_HUM_2,GLOB_GAVOC_06592,100.0,1,False
GLOB_373,GLOB_GAVOC_06597,100.0,1,False
GLOB_373_HUM_1,GLOB_GAVOC_06597,100.0,1,False
GLOB_373_HUM_2,GLOB_GAVOC_06597,100.0,1,False
GLOB2_944,GLOB_GAVOC_06599,100.0,1,False
GLOB_646,GLOB_GAVOC_06600,100.0,1,False
GLOB_E_13,GLOB_GAVOC_06604,94.73684210526316,1,False
GLOB_77,GLOB_GAVOC_06606,100.0,1,True
GLOB2_1020,GLOB_GAVOC_06610,100.0,1,False
GLOB_124,GLOB_GAVOC_06626,100.0,1,False
GLOB_PY_7,GLOB_GAVOC_06626,100.0,1,False
GLOB2_1034,GLOB_GAVOC_06627,100.0,1,True
GLOB2_1034,GLOB_GAVOC_06629,100.0,1,True
GLOB_466,GLOB_GAVOC_06636,100.0,1,False
GLOB_196,GLOB_GAVOC_06638,100.0,1,False
GLOB_196,GLOB_GAVOC_06639,88.0,1,False
GLOB_317,GLOB_GAVOC_06646,84.61538461538461,1,False
GLOB2_1170,GLOB_GAVOC_06647,100.0,1,False
GLOB_643,GLOB_GAVOC_06655,100.0,1,False
