external_id,pref_label,label,longitude,latitude,point_coord,coord_source,coord_source_page,coord_remarks,place_type,pp_uri,pp_type_label,attestation_id
GLOB_GAVOC_00001,Andaman Islands,"Andamanen|Aandomaon, Ilha de|Andamao|Andamaon|Andaman Islands",92.833333,12.5,POINT (92.833333 12.5),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-30N/92-50E,islands,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,2|307|308
GLOB_GAVOC_00002,Bukit Monyet,Apenberg|Aapjesberg|Bukit Monyet,100.333333,-0.966667,POINT (100.333333 -0.966667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00-58S/100-20E,mountain,https://digitaalerfgoed.poolparty.biz/globalise/617a0924-1516-4be8-a478-b451bf47f5bf,mountains,3
GLOB_GAVOC_00003,Arnhem Land,Aarnhems Landt|Arnhem Land|Aarnhems Land,134.0,-13.5,POINT (134 -13.5),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,13-30S/134E,region,https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,regions,4|5
GLOB_GAVOC_00005,Tg. Mangkalihat,Aart Gysens H.|art Gysens Hoek|Tg. Mangkalihat,119.0,1.0,POINT (119 1),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,01N/119E,cape,https://digitaalerfgoed.poolparty.biz/globalise/ea0cf4b3-3d82-4ff6-ad10-12e77f581218,capes,6|7
GLOB_GAVOC_00007,Per Aru,"Aatchellay, R.|Per Aru",80.75,9.25,POINT (80.75 9.25),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-15N/80-45E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,8
GLOB_GAVOC_00011,Port Mc Arthur,Abel Tasmans Bayen|Port Mc Arthur,136.75,-15.833333,POINT (136.75 -15.833333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,15-50S/136-45E,bay,https://digitaalerfgoed.poolparty.biz/globalise/6798ed1b-27a6-4113-9cd8-a78f68b94e7c,bays,12
GLOB_GAVOC_00013,Bushehr,Abeschier|Bushehr,50.816667,28.916667,POINT (50.816667 28.916667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,28-55N/50-49E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,14
GLOB_GAVOC_00014,Leyte,Leyte|Abigo,124.833333,11.0,POINT (124.833333 11),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,11N/124-50E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,15
GLOB_GAVOC_00020,Akuressa,Accuras|Akuressa,80.466667,6.083333,POINT (80.466667 6.083333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-05N/80-28E,fortress,-,-,21
GLOB_GAVOC_00022,Lamo,"Lamo|Achilammoe, R.|Achilamma, R.",127.916667,-0.083333,POINT (127.916667 -0.083333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00-05S/127-55E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,24|23
GLOB_GAVOC_00024,Jaza’ir Seba,"Jezt.Sowabih|Acht Steene Eylanden, De|Sawabi’|Jaza’ir Seba",43.383333,12.45,POINT (43.383333 12.45),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-27N/43-23E,islands,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,25|26
GLOB_GAVOC_00026,Angke,"Ancker|Anke, R.|Anke|Anke, Riv.|Angke|Acke",106.775,-6.108333,POINT (106.775 -6.108333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-06-30S/106-46-30E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,359|360|361|362|363|306|27
GLOB_GAVOC_00027,Pangajarang,Ackersloot droogte|Pangajarang|Pangadjarang,122.766667,-3.383333,POINT (122.766667 -3.383333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-23S/122-46E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,28
GLOB_GAVOC_00028,Madge Bank,Ackersloots droogte|Roches Pernambuco|Ba Ké Shoals|Madge Bank,107.416667,10.35,POINT (107.416667 10.35),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-21N/107-25E,shoals,https://digitaalerfgoed.poolparty.biz/globalise/b7823bf7-0cce-41d1-bfc2-851fdf414fca,shoals,29
GLOB_GAVOC_00029,Pangadjarang,Ackerslootsdroogte|Pangadjarang,122.766667,-3.383333,POINT (122.766667 -3.383333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-23S/122-46E,shoals,https://digitaalerfgoed.poolparty.biz/globalise/b7823bf7-0cce-41d1-bfc2-851fdf414fca,shoals,30
GLOB_GAVOC_00031,Adam’s Bridge,Adamsbrug|Adams-Brugh|Adam’s Bridge,79.566667,9.083333,POINT (79.566667 9.083333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-05N/79-34E,islands,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,32
GLOB_GAVOC_00032,Sri Pada,Adam’s Peak|Adamspiek|Sri Pada,80.483333,6.8,POINT (80.483333 6.8),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-48N/80-29E,mountain,https://digitaalerfgoed.poolparty.biz/globalise/617a0924-1516-4be8-a478-b451bf47f5bf,mountains,33|34
GLOB_GAVOC_00034,Adunara,Adoenara|Addenare|Adunara|Addanarra,123.166667,-8.333333,POINT (123.166667 -8.333333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,08-20S/123-10E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,35|36
GLOB_GAVOC_00036,Adan,Ade Vechie|Oud-Aden|Adan,44.866667,12.733333,POINT (44.866667 12.733333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-44N/44-52E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,37
GLOB_GAVOC_00037,Adan,Adon|Aden|Adan,45.016667,12.8,POINT (45.016667 12.8),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-48N/45-01E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,49|38|39
GLOB_GAVOC_00039,Ra’s Marshaq,"Aden, Hoek van|Ra’s Marshaq",45.066667,12.75,POINT (45.066667 12.75),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-45N/45-04E,cape,https://digitaalerfgoed.poolparty.biz/globalise/ea0cf4b3-3d82-4ff6-ad10-12e77f581218,capes,40
GLOB_GAVOC_00040,Atirampattinam,Adirampatnam|Adriampatnam|Adrangapatna|Aderampatnam|Adrangapetna|Atirampattinam|Adrempatam,79.366667,10.333333,POINT (79.366667 10.333333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-20N/79-22E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,41|50|51|52
GLOB_GAVOC_00041,Aden Peninsula,Aden Peninsula|Adieuw,45.0,12.783333,POINT (45 12.783333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,12-47N/45E,peninsula,https://digitaalerfgoed.poolparty.biz/globalise/422b34bb-dffe-4552-b1cd-f720d3efe4df,peninsulas,42
GLOB_GAVOC_00045,Adoba,Adoba,127.433333,-0.091667,POINT (127.433333 -0.091667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00-05-30S/127-26E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,46
GLOB_GAVOC_00046,Allur,Allur|Adoer,80.05,14.666667,POINT (80.05 14.666667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,14-40N/80-03E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,47
GLOB_GAVOC_00047,Bongka,"Bongka|Adoewayang, R.",121.383333,-0.983333,POINT (121.383333 -0.983333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00-59S/121-23E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,48
GLOB_GAVOC_00053,Addoo Atoll,Addu|Adu|Addoo Atoll,73.166667,-0.6,POINT (73.166667 -0.6),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00-36S/73-10E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,54|55
GLOB_GAVOC_00055,Adiyakkamangalan,Adykamangelam|Adiyakkamangalan,79.683333,10.766667,POINT (79.683333 10.766667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-46N/79-41E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,56
GLOB_GAVOC_00058,Xiamen Dao,"Xiamen Dao|Aymoy, Gedeelte van|Amoy|Aemoi|Aymoy|Aymoi",118.133333,24.5,POINT (118.133333 24.5),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,24-30N/118-08E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,552|59|549|551
GLOB_GAVOC_00060,Was,"Aes, Po.|Was",131.966667,-2.75,POINT (131.966667 -2.75),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,02-45S/131-58E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,61|62
GLOB_GAVOC_00062,Kecil,"Aey, Po.|Kecil|Labobo Ketjil",123.266667,-1.8,POINT (123.266667 -1.8),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,01-48S/123-16E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,63
GLOB_GAVOC_00063,Africa,Africa|Africae Pars|Africae pars|Afrika,17.0,0.0,POINT (17 0),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,00N/17E,region,https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,regions,64|65|66|67|68|69|70|71|72
GLOB_GAVOC_00072,Agalega,Agalega,56.583333,-10.333333,POINT (56.583333 -10.333333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-20S/56-35E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,73|74
GLOB_GAVOC_00074,Pagan,Agan o Pagan|Pagan,145.833333,18.166667,POINT (145.833333 18.166667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,18-10N/145-50E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,75|76
GLOB_GAVOC_00078,Lompa,Lompa|Agoa Lompe,128.683333,-3.583333,POINT (128.683333 -3.583333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-35S/128-41E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,79
GLOB_GAVOC_00079,Tg. Kapal,"Agon, Oedj.|Tg. Kapal",111.566667,-6.633333,POINT (111.566667 -6.633333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-38S/111-34E,cape,https://digitaalerfgoed.poolparty.biz/globalise/ea0cf4b3-3d82-4ff6-ad10-12e77f581218,capes,80
GLOB_GAVOC_00080,Ilha de Angoche,Ilha de Angoche|Agoxa,39.85,-16.333333,POINT (39.85 -16.333333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,16-20S/39-51E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,81|82
GLOB_GAVOC_00082,Agra,Agra,78.016667,27.166667,POINT (78.016667 27.166667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,27-10N/78-01E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,83
GLOB_GAVOC_00083,Agra,"Agra|Agra, Logie",78.016667,27.166667,POINT (78.016667 27.166667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,27-10N/78-01E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,84
GLOB_GAVOC_00085,"Aguada>, Aguada Bay","Aguada>, Aguada Bay|Aguada",73.75,15.516667,POINT (73.75 15.516667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,15-31N/73-45E,settlement|bay,https://digitaalerfgoed.poolparty.biz/globalise/6798ed1b-27a6-4113-9cd8-a78f68b94e7c|https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,bays|settlements,86
GLOB_GAVOC_00086,Incomati,Aguada Boa|Incomati,32.716667,-25.766667,POINT (32.716667 -25.766667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,25-46S/32-43E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,88|87
GLOB_GAVOC_00088,Port Sudan,Aguada Boa|Port Sudan,37.216667,19.6,POINT (37.216667 19.6),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,19-36N/37-13E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,89
GLOB_GAVOC_00089,Shastri,Shastri|Aguada of Sanginzara,73.233333,17.3,POINT (73.233333 17.3),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,17-18N/73-14E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,90
GLOB_GAVOC_00090,Water Islands,"Water Islands|Aguada, I. de",102.333333,2.083333,POINT (102.333333 2.083333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,02-05N/102-20E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,91
GLOB_GAVOC_00091,Strait of Tiran,Strait of Tiran|Aguade de St. Maria|Straat van Tiran,34.5,28.0,POINT (34.5 28),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,28N/34-30E,strait,https://digitaalerfgoed.poolparty.biz/globalise/46724d25-aa94-4848-a8ca-17fe02b0db2b,straits,92
GLOB_GAVOC_00092,Jazirat Faylakah,"Jazirat Faylakah|Aguade, I. de",48.333333,29.416667,POINT (48.333333 29.416667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,29-25N/48-20E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,93
GLOB_GAVOC_00093,Ilha Epidendron,"Ilha Epidendron|Aguade, Il. de",39.066667,-17.116667,POINT (39.066667 -17.116667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,17-07S/39-04E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,94
GLOB_GAVOC_00094,Muhammad Qol,"Dungunab Bay|Aguados, B. dos|Muhammad Qol",37.15,21.0,POINT (37.15 21),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,21N/37-09E,bay,https://digitaalerfgoed.poolparty.biz/globalise/6798ed1b-27a6-4113-9cd8-a78f68b94e7c,bays,95
GLOB_GAVOC_00096,Cape Agulhas,"Aguilhas, C. de|Cape Agulhas|Kaap|Aguilhas, Cabo de|Aguilhas, C. das",20.0,-34.833333,POINT (20 -34.833333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,34-50S/20-00E,cape,https://digitaalerfgoed.poolparty.biz/globalise/ea0cf4b3-3d82-4ff6-ad10-12e77f581218,capes,97|98|99
GLOB_GAVOC_00100,Ahangama,Ahangamme|Vavangama|Ahangama,80.366667,5.966667,POINT (80.366667 5.966667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,416|399,05-58N/80-22E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,10387|101
GLOB_GAVOC_00101,Limpopo,"Aharetta, Rio de|Limpopo",33.516667,-25.2,POINT (33.516667 -25.2),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,25-12S/33-31E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,102
GLOB_GAVOC_00104,Ai,"Aij, P.|Ai|Ay, Po.|Ay, Poulo",129.766667,-4.516667,POINT (129.766667 -4.516667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,04-31S/129-46E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,544|545|546|105|543
GLOB_GAVOC_00105,Airhaji,Airhaji|Airhadji|Aij.adi,100.883333,-1.933333,POINT (100.883333 -1.933333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,01-56S/100-53E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,106
GLOB_GAVOC_00106,Ayamkudy,"Aijancoly, Pagood|Ayamkudy",76.466667,9.716667,POINT (76.466667 9.716667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-43N/76-28E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,107
GLOB_GAVOC_00107,Azhikod,"Aikotte, Hoek van|Azhikod",76.166667,10.183333,POINT (76.166667 10.183333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-11N/76-10E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,108
GLOB_GAVOC_00108,Ayocotta,"Aikotte, Spruijt van|Ayocotta",76.2,10.2,POINT (76.2 10.2),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-12N/76-12E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,109
GLOB_GAVOC_00109,Bernam,"Ainaf, R.|Bernam",-,-,POINT EMPTY,https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,-,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,110
GLOB_GAVOC_00110,Arnanan,Anam|Arnanan|Air Namangh,130.8,-3.833333,POINT (130.8 -3.833333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-50S/130-48E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,294|111
GLOB_GAVOC_00111,Ammapattinam,Aitapatnam|Ammapattinam,79.233333,10.016667,POINT (79.233333 10.016667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-01N/79-14E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,112
GLOB_GAVOC_00113,Airhitam Dalam,Ajer Itan|Ajer Itam|Airhitam Dalam,104.15,-1.25,POINT (104.15 -1.25),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,01-15S/104-09E,river,https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,rivers,114
GLOB_GAVOC_00114,Ajermera,Ajermera,127.916667,-3.283333,POINT (127.916667 -3.283333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-17S/127-55E,-,-,-,115
GLOB_GAVOC_00116,Akashi,Akashi|Akais,135.016667,34.633333,POINT (135.016667 34.633333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,34-38N/135-01E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,117
GLOB_GAVOC_00118,Aki,Aki,132.416667,34.416667,POINT (132.416667 34.416667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,34-25N/132-25E,province,https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,provinces,119
GLOB_GAVOC_00120,Ako,Ako,134.383333,34.733333,POINT (134.383333 34.733333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,34-44N/134-23E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,121
GLOB_GAVOC_00121,Algoa Bay|Algoa bay,"Alagoa, B. do|Algoabaai|Algoa bay|Algoa, Baij de|Algoa Bay|Lagoa, Bay de la|Algoa, Bay de",25.75,-33.833333,POINT (25.75 -33.833333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,407|399,33-50S/25-45E,bay,https://digitaalerfgoed.poolparty.biz/globalise/6798ed1b-27a6-4113-9cd8-a78f68b94e7c,bays,122|4948|150|151
GLOB_GAVOC_00123,Alampil,Alambil|Alampil,80.85,9.166667,POINT (80.85 9.166667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-10N/80-51E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,124
GLOB_GAVOC_00125,Tg. Janom,"Tg. Janom|Alang Alang, Tanjong|Alanalang, Oedj.|Tg. Apiapianom|Alangalangh, Tanj.|Tg. Djanom",111.05,-6.416667,POINT (111.05 -6.416667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-25S/111-03E,cape,https://digitaalerfgoed.poolparty.biz/globalise/ea0cf4b3-3d82-4ff6-ad10-12e77f581218,capes,130|132|126
GLOB_GAVOC_00128,Alantalai,Alantalai|Alandale,78.166667,8.466667,POINT (78.166667 8.466667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,08-28N/78-10E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,129
GLOB_GAVOC_00130,Alang,"Alangh, Out|Alang, Oud|Alang",128.0,-3.783333,POINT (128 -3.783333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,03-47S/128E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,131|133
GLOB_GAVOC_00133,Kalialang,"Kalialang|Alangh, R.",110.416667,-7.166667,POINT (110.416667 -7.166667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,07-10S/110-25E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,134
GLOB_GAVOC_00135,Alaveddi,Alavettij|Alaveddi,80.008333,9.766667,POINT (80.008333 9.766667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-46N/80-00-30E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,136
GLOB_GAVOC_00136,Aldabra,Albadra|Aldabra|Albadyn,46.333333,-9.383333,POINT (46.333333 -9.383333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-23S/46-20E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,137|138
GLOB_GAVOC_00140,Port] Safaga,Alcacor|Port] Safaga,33.95,26.75,POINT (33.95 26.75),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,26-45N/33-57E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,141
GLOB_GAVOC_00141,Damar Kecil,Damar Kecil|Alckmaar|Alcmaar|Alkmaar|Damar Ketjil|Alkmaar of Po. Dammerkitjil,106.85,-5.983333,POINT (106.85 -5.983333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,05-59S/106-51E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,144|167|142|143
GLOB_GAVOC_00145,Alantalai,Alantalai|Alendum,78.1,8.466667,POINT (78.1 8.466667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,08-28N/78-06E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,146
GLOB_GAVOC_00146,Allaippiddi,Allaippiddi|Alepitty,79.95,9.616667,POINT (79.95 9.616667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-37N/79-57E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,147
GLOB_GAVOC_00147,Alwaye,"Alwaye|Alewa, Pagood",76.333333,10.1,POINT (76.333333 10.1),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-06N/76-20E,building,https://digitaalerfgoed.poolparty.biz/globalise/e2615a56-7886-4970-99bc-cbf0d9e4b824,buildings,148
GLOB_GAVOC_00149,Algoa Bay|Algoa bay,"Alagoa, B. do|Algoabaai|Algoa bay|Algoa, Baij de|Algoa Bay|Lagoa, Bay de la|Algoa, Bay de",25.75,-33.833333,POINT (25.75 -33.833333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,407|399,33-50S/25-45E,bay,https://digitaalerfgoed.poolparty.biz/globalise/6798ed1b-27a6-4113-9cd8-a78f68b94e7c,bays,122|4948|150|151
GLOB_GAVOC_00151,al-Qunfudhah,Algudule|al-Qunfudhah|al-Qunfidhah,41.05,19.133333,POINT (41.05 19.133333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,19-08N/41-03E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,152
GLOB_GAVOC_00152,Majur,Majur|Alhor,42.4,16.1,POINT (42.4 16.1),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,16-06N/42-24E,island,https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,islands,153|154
GLOB_GAVOC_00155,Aliavalai,Aliavalai|Aliewale|Aliancelly,80.45,9.583333,POINT (80.45 9.583333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,09-35N/80-27E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,156|159
GLOB_GAVOC_00156,Alutgama,Alican|Alutgama|Alicau,80.0,6.433333,POINT (80 6.433333),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,06-26N/80-00E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,157|158
GLOB_GAVOC_00160,Aliyur,Alioer|Aliyur,79.75,10.766667,POINT (79.75 10.766667),https://www.zotero.org/groups/4678659/items/HRI8XQQI,399,10-46N/79-45E,settlement,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlements,161
