glob_id,label,pref_label,latitude,longitude,wkt,place_type_uri,place_type
-,Lama|T Eijlant kelang|Vavorlang|Aimoi|Packan|Lamai|Mattysen Eijlant|Tanswei|Tanekoja|Piscadores|de stadt Proventie|Kelangh|Tamsui|Lamo|Kavalang|Quemoi|Loukion|Tankoij|stadt proventie|het vlekje Provintie|Barnagore|Nankin|Rivier van Fabolangh|tansue|Tanswij|Cinchieu|t eijlandt quelangh|Pehouw|Eijmoij|St. Matheus Eijlant|Tanky|Cinchieuw,-,-,-,POINT EMPTY,-,-
GLOB_312,Rakata|Pulau Krakatau|Krakatau|Cracatou|Rakit,Pulau Krakatau,-6.15275,105.44391,POINT (105.44391 -6.15275),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_313,Buléleng|Boulelleng|Buleleng|Sarwetjapura|Boelilling|Boeleleeng,Buleleng,-8.25,114.95,POINT (114.95 -8.25),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_314,Njay Goya|Jailolo|Djailolo|Gilolo|Jelolo,Jailolo,1.065012,127.466969,POINT (127.466969 1.065012),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_316,Nagari Pakandangan|Pakandangan,Nagari Pakandangan,-0.64083,100.25694,POINT (100.25694 -0.64083),http://digitaalerfgoed.poolparty.biz/globalise/7c1af419-926c-47c9-9450-05dc5849c05c,negorij [PROBLEMATIC TERM]
GLOB_317,Pulau Panaitan|Nieuwe Eiland|Prinseneiland|Panaitan|Princen Eyland|Princeneyland,Pulau Panaitan,-6.589229,105.215712,POINT (105.215712 -6.589229),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_32,Gondewarom|Goudewaron|Cangiwarom|Gondewaron|Condewaron,Gondewarom,-,-,POINT EMPTY,http://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_320,Kaiwatoe|Kaiwatu|Carwado,Kaiwatu,-8.10914,127.81284,POINT (127.81284 -8.10914),http://digitaalerfgoed.poolparty.biz/globalise/7c1af419-926c-47c9-9450-05dc5849c05c,negorij [PROBLEMATIC TERM]
GLOB_321,île Bonapart|Île Bonaparte|Bourbon|Réunion|Ile de Bourbon|La Réunion|Bourbon |Bonaparte|Reunion|île Bonaparte,Réunion,-21.108332,55.524867,POINT (55.524867 -21.108332),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_322,Afghanistan|Asghanistan,Afghanistan,33.301655,64.785432,POINT (64.785432 33.301655),https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB_324,Chana|Chanda,Chanda,-,-,POINT EMPTY,https://digitaalerfgoed.poolparty.biz/globalise/07b3f630-b359-4d5d-a0cd-3c029dc1c394,guard post
GLOB_325,Engeland|Engelandt|England|Engelant,England,52.103321,-0.420341,POINT (-0.420341 52.103321),https://digitaalerfgoed.poolparty.biz/globalise/3a7d9c3a-c494-4713-b6a7-65cc125271a8,political administrative body
GLOB_326,Enamakkal|Innemaka|Inemake|Enamaka|Enamākkal|Inemaka,Enamākkal,10.51149,76.09365,POINT (76.09365 10.51149),-,-
GLOB_326_GEO_1,Enamakkal|Innemaka|Inemake|Enamākkal|Inemaka,Enamākkal,10.51149,76.09365,POINT (76.09365 10.51149),http://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB_326_HUM_1,Enamakkal|Innemaka|Inemake|Enamākkal|Inemaka,Enamākkal,10.51149,76.09365,POINT (76.09365 10.51149),http://digitaalerfgoed.poolparty.biz/globalise/84767cdb-cabe-4384-9e51-faca2ae3b864,fortification
GLOB_327,Fetwa|Fatwa|Fettua|Fettuwa,Fatwa,25.50958,85.30504,POINT (85.30504 25.50958),http://digitaalerfgoed.poolparty.biz/globalise/548ee91d-6717-49f1-917f-827280553153,factory
GLOB_328,Kalingapura|Klunkung|Caloncon|Klungkung,Klungkung,-8.53333,115.4,POINT (115.4 -8.53333),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_329,Dampit,Dampit,-8.216667,112.766667,POINT (112.766667 -8.216667),-,-
GLOB_33,広州|Kanton|Cantaon|Kwantoeng|Guangcheu|Guangzhou|Canton,Guangzhou,23.146042,113.260689,POINT (113.260689 23.146042),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port|city
GLOB_330,"Kepulauan Sumur|Sumur, Pulau|Zutphen-eilanden",Kepulauan Sumur,-5.83333,105.8,POINT (105.8 -5.83333),http://digitaalerfgoed.poolparty.biz/globalise/25b09c82-eab3-41d4-9c36-831cfc2b496c,archipelago
GLOB_331,Watimeten|Watoemetten|Hatumeten|Hatumetta,Hatumeten,-3.51667,130.06667,POINT (130.06667 -3.51667),http://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_332,Honawar|Condeware|Onor|Onvor|Honavar|Onoor,Honavar,14.28088,74.44497,POINT (74.44497 14.28088),http://digitaalerfgoed.poolparty.biz/globalise/84767cdb-cabe-4384-9e51-faca2ae3b864,fortification
GLOB_333,Munger|Mongeer|Monghyr,Monghyr,25.37459,86.47455,POINT (86.47455 25.37459),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_334,Sumurning|Samoening|Samuning,Samoening,-,-,POINT EMPTY,http://digitaalerfgoed.poolparty.biz/globalise/7c1af419-926c-47c9-9450-05dc5849c05c,negorij [PROBLEMATIC TERM]
GLOB_336,Sungai Limau|Songe Limo|Limongh,Sungai Limau,-0.50111,100.06333,POINT (100.06333 -0.50111),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB_337,Sungsang|Songsang|Sousang|Soesangh,Sungsang,-2.3667,104.8333,POINT (104.8333 -2.3667),http://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB_338,Calgam|Colgong|Calgain|Kahalgaon,Kahalgaon,25.26328,87.23264,POINT (87.23264 25.26328),-,-
GLOB_339,Cuttack|Catteck|Catek|Cateck,Cuttack,20.46497,85.87927,POINT (85.87927 20.46497),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|http://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,city|capital
GLOB_340,Cabo de Monte Daly|Ezhimala|Mondelij|Berg Delij|Erhimala|de Berg Delly|Ro: Monte dellie|Montadeli|Montadilla,Ezhimala,12.02683,75.20432,POINT (75.20432 12.02683),-,-
GLOB_340_GEO_1,Berg van Mondelij|Cabo de Monte Daly|de Bergh Montadeli|Mount Dilli|Berg Delij|Erhimala|de Berg Delly|Montadilla,Mount Dilli,12.02683,75.20432,POINT (75.20432 12.02683),http://digitaalerfgoed.poolparty.biz/globalise/c1aab052-d89b-471f-a3ad-51c52cdffe2f|https://digitaalerfgoed.poolparty.biz/globalise/168b4dfb-083c-4c4b-9bc8-4a824da53f0b,hill|mountain
GLOB_340_HUM_1,Ezhimala|Erhimala,Ezhimala,12.02683,75.20432,POINT (75.20432 12.02683),http://digitaalerfgoed.poolparty.biz/globalise/ebf26f69-b692-437a-b6fa-2bb4ae0ae95b,polity
GLOB_342,Corrossima|Corassima|Kalassim|Kalasin,Kalasin,16.43281,103.50658,POINT (103.50658 16.43281),-,-
GLOB_342_HUM_1,Corrossima|Corassima|Kalassim|Kalasin,Kalasin,16.43281,103.50658,POINT (103.50658 16.43281),http://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB_342_HUM_2,Corrossima|Corassima|Kalassim|Kalasin,Kalasin,16.43281,103.50658,POINT (103.50658 16.43281),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_343,Bernagoor|Bernagore|Barrenger|Baranagar|Barahanagar,Baranagar,22.640987,88.372171,POINT (88.372171 22.640987),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_344,Morotay|Tobelotai|Morotai Island|Moratai|Tobelotay|Morotai,Morotai Island,2.32131,128.44267,POINT (128.44267 2.32131),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_346,Ponorogo|Panaraga|Paneroegan|Pranaraga,Ponorogo,-7.85,111.5,POINT (111.5 -7.85),http://digitaalerfgoed.poolparty.biz/globalise/d1f592cd-dec1-4f42-bb73-930ce816dfaf,landschap
GLOB_347,Thelua|Tehua,Tehua,-3.31167,129.69167,POINT (129.69167 -3.31167),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB_348,Dhaka (Bangladesh)|Deka|Dekhan|Dekka|Dhaka|Dacca|Dhecca|Daca|Decca,Dhaka (Bangladesh),23.70851,90.406823,POINT (90.406823 23.70851),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_349,Condaweira|Kondavid|Kondavīdu|Kondavira|Condawier,Kondavīdu,16.2632,80.2623,POINT (80.2623 16.2632),http://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB_35,Karkalla|Carical|Carcal|Karikal|Carkal|Karaikal|Karkal,Karaikal,10.92716,79.837124,POINT (79.837124 10.92716),https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_350,Awa|Ava|Ava Nandaw|Hawa|Inwa,Ava Nandaw,21.866876,96.016449,POINT (96.016449 21.866876),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_351,Chandahaar|Kandahar|Candahaar|Candhaar|Kandahar (Afghanistan),Kandahar (Afghanistan),31.61332,65.71013,POINT (65.71013 31.61332),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_352,Machilipatnam|Masulepataem|Masulipatam|Muslipatnam|Masulipatnam|Mesulibata|Maslupatnam|Mazulipatnam|Machilipatam|Maselpatan|Mazulipatn,Machilipatnam,16.187475,81.134348,POINT (81.134348 16.187475),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8|https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port|town
GLOB_353,Minau|Minauw|Minab|Minou|Mīnāb,Mīnāb,27.13104,57.08716,POINT (57.08716 27.13104),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_354,"Terlucco, fort|Hollandia|Benteng Tolukko",Benteng Tolukko,0.8139,127.38814,POINT (127.38814 0.8139),https://digitaalerfgoed.poolparty.biz/globalise/84767cdb-cabe-4384-9e51-faca2ae3b864,fortification
GLOB_355,Huangpu Dao|Huangpu|Wanpho|Wampo|Whampoa|Wampho,Huangpu Dao,23.09238,113.39139,POINT (113.39139 23.09238),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_356,Berduaan|Borduaan|Burdwan|Barddhaman,Barddhaman,23.25572,87.85691,POINT (87.85691 23.25572),https://digitaalerfgoed.poolparty.biz/globalise/40217104-de46-42ed-80c8-480fac1f8706,district
GLOB_357,Baygam Korala|Baijgaim|Baaygams|Beragama|Baygams|Baygam|Baygam Korale,Beragama,6.14539,80.55794,POINT (80.55794 6.14539),-,-
GLOB_357_HUM_1,Baijgaim|Baaygams|Baygams|Baygam|Beragama,Beragama,6.14539,80.55794,POINT (80.55794 6.14539),http://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8,town
GLOB_357_HUM_2,Baygam Korala|Baijgaim|Baaygams|Beragama|Baygams|Baygam|Baygam Korale,Beragama,6.14539,80.55794,POINT (80.55794 6.14539),http://digitaalerfgoed.poolparty.biz/globalise/851d29fa-da48-4c05-a99a-ecdd5902b0ee,korale
GLOB_358,Varapoli|Varappuzha|Warapolij|Warapel|Varapolij|Verapoli|Parabel,Varappuzha,10.07589,76.27152,POINT (76.27152 10.07589),http://digitaalerfgoed.poolparty.biz/globalise/a5da1966-bdf3-4a6d-8c81-1f09b53f9060|https://digitaalerfgoed.poolparty.biz/globalise/b314324f-9ecb-451a-8f7b-71828799d989,diocese|religious center
GLOB_358_HUM_1,Warapel|Varappuzha (Church)|Warapolij,Varappuzha (Church),10.07589,76.27152,POINT (76.27152 10.07589),https://digitaalerfgoed.poolparty.biz/globalise/d988ee0d-6b1c-4ba3-96f5-a95a5fd672da,church
GLOB_358_HUM_2,Varappuzha (Garden),Varappuzha (Garden),10.07589,76.27152,POINT (76.27152 10.07589),https://digitaalerfgoed.poolparty.biz/globalise/9ff96df6-316f-4f2d-9a68-84fcd87893f2,garden
GLOB_36,Siaoe|Siau|Chiau|Pulau Siau|Chiouw|Chiauw|Syam|Chiauwe,Pulau Siau,2.75,125.4166667,POINT (125.416667 2.75),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_360,Swaspur|Sawaspour,Sawaspour,-,-,POINT EMPTY,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB_361,Tamblegamme|Thampalakamam|Tampalakamam,Tampalakamam,8.4995,81.0972,POINT (81.0972 8.4995),http://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB_362,Pamalang|Pemalang,Pemalang,-6.889905,109.383943,POINT (109.383943 -6.889905),https://digitaalerfgoed.poolparty.biz/globalise/55f41aea-cc65-4cfb-88c4-766a2841452a,regency
GLOB_363,Taroertakka|Palecalcherij|Palcatcherij|Palicatcheirij|Palleacatcherij|Pallecattesjery|Palghat|Palakkad|Palicatcherij|Palliecattesjerij,Palakkad,10.7725|10.77319,76.65366|76.651389,POINT (76.65366 10.77319)|POINT (76.651389 10.7725),-,-
GLOB_363_HUM_1,Palecalcherij|Palcatcherij|Palleacatcherij|Palghat|Palakkad|Palicatcherij,Palakkad,10.7725,76.651389,POINT (76.651389 10.7725),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_363_HUM_2,Palecalcherij|Palcatcherij|Palleacatcherij|Palghat|Palakkad|Palicatcherij,Palakkad,10.7725,76.651389,POINT (76.651389 10.7725),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_364,Pagaruyung|Pagarujung|Paggeroedjong|Pagger Oudjangh|Pagarrujung,Pagaruyung,-0.44972,100.61972,POINT (100.61972 -0.44972),http://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,capital
GLOB_365,Pandata|Padanta|Patanta,Patanta,-,-,POINT EMPTY,-,-
GLOB_366,Pannanij|Panany|Ponnani|Pananie|Pananij|Ponanij|Pannany|Paniane Residensi van den Samorijn,Ponnani,10.776903,75.920835,POINT (75.920835 10.776903),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB_366_HUM_1,Ponnani (European Settlement)|Pananie,Ponnani (European Settlement),10.776903,75.920835,POINT (75.920835 10.776903),https://digitaalerfgoed.poolparty.biz/globalise/c12eaa34-8bf0-4f08-92b8-195871dbf949,european settlement
GLOB_367,Oostelijke gouvernementen|Grote Oost|Oostersche gouvernementen|Oostelijke gebieden|Oosterse gouvernementen|Groote Oost|Oosterkwartieren|Oosterse comptoiren|Oostelijke gewesten|Oostelijke provincies|Oosterkwartierenprovinciën|Oostersche comptoiren|Oost,Oosterkwartieren,-,-,POINT EMPTY,http://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB_368,Oenewatte|Unawatuna,Unawatuna,6.0212,80.2503,POINT (80.2503 6.0212),http://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_369,Oenarang|Ungaran,Ungaran,-7.129741,110.403813,POINT (110.403813 -7.129741),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_37,Cuddalur|Koereloer|Cuddalore|Coedeloer|Kuddalore|Coereloer,Cuddalore,11.71578,79.769061,POINT (79.769061 11.71578),https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_370,H. Panca|Ujung Pangkah|Tandjung Pankah|H. Paggat|Oedjong Panka,Ujung Pangkah,-6.85,112.55,POINT (112.55 -6.85),http://digitaalerfgoed.poolparty.biz/globalise/50310cac-a6c2-4e9d-9162-ebaa073a9835,point
GLOB_371,Udaiyārpālaiyam|Udaiyarpalaiyam|Oudeaar|Oedeaarpalium,Udaiyārpālaiyam,11.18733,79.29331,POINT (79.29331 11.18733),https://digitaalerfgoed.poolparty.biz/globalise/ebf26f69-b692-437a-b6fa-2bb4ae0ae95b,polity
GLOB_372,Nagore|Naoer|Nogera|Naur|Naore|Nauor,Nagore,10.817288,79.840815,POINT (79.840815 10.817288),http://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_373,Nigomba|Negumbo|Negombo|Nigombo,Negombo,7.216712,79.839592,POINT (79.839592 7.216712),-,-
GLOB_373_HUM_1,Nigombo|Negumbo|Nigomba|Negombo (city)|Negombo,Negombo (city),7.216712,79.839592,POINT (79.839592 7.216712),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port|city
GLOB_373_HUM_2,Nigombo|Negumbo|Nigomba|Negombo Fort|Negombo,Negombo Fort,7.208333,79.830556,POINT (79.830556 7.208333),https://digitaalerfgoed.poolparty.biz/globalise/84767cdb-cabe-4384-9e51-faca2ae3b864,fort
GLOB_374,Tangerang (rivier)|Ontong Java|Ci Sadane,Ci Sadane,-6.00806,106.64056,POINT (106.64056 -6.00806),http://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB_375,Osacco|Osaka|大坂|Osakka|Osacca,Osaka,34.68516855,135.5048292,POINT (135.504829 34.685169),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_376,Orixa|Orissa|Odisha,Odisha,20.5,84.41667,POINT (84.41667 20.5),http://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB_377,Pekalongan|Packalongan|Pankalongan|Paccalongang|Pakalongan|Paccalongan,Pekalongan,-6.879051,109.676113,POINT (109.676113 -6.879051),https://digitaalerfgoed.poolparty.biz/globalise/55f41aea-cc65-4cfb-88c4-766a2841452a,regency
GLOB_378,Priamang|Priaman|Priamange|Prianang|Pariaman,Pariaman,-0.627581,100.117886,POINT (100.117886 -0.627581),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8|https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port|town
GLOB_379,Porania|Purāini|Poranie|Pourania|Poerannia|Puraini|Pourannia|Poeram,Purāini,25.142565,86.97967,POINT (86.97967 25.142565),https://digitaalerfgoed.poolparty.biz/globalise/3a7d9c3a-c494-4713-b6a7-65cc125271a8,political administrative body
GLOB_38,Coilang|Koulan|Coulan|Zingenaty|Coilan|Coylan|Coijlan|Desinganadu|Signettij|Coulang|Coylang|Coijlang|Signatty|Quilon|Kollam,Kollam,8.882019,76.592016,POINT (76.592016 8.882019),https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_381,Pooneryn|Ponnereijn|Poimerijn|Pommerijn|Poonerijn|Ponnorijn|Ponneri|Ponnerijn|Ponnoryn|Pomerijn,Pooneryn,9.501388889,80.20666667,POINT (80.206667 9.501389),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_382,Quala Damac|De Mak|Qualla Damak|Qualladamak|Damak|Qualla Damacq|Damack|Demak|Qualladamacq|Qalladamacq,Demak,-6.892685,110.639505,POINT (110.639505 -6.892685),https://digitaalerfgoed.poolparty.biz/globalise/55f41aea-cc65-4cfb-88c4-766a2841452a,regency
GLOB_383,Pattani [Thailand]|Patani|Pattani,Pattani [Thailand],6.869635,101.250422,POINT (101.250422 6.869635),https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_384,Pachet|Patchet|Panchet,Panchet,23.62085,86.77755,POINT (86.77755 23.62085),http://digitaalerfgoed.poolparty.biz/globalise/40217104-de46-42ed-80c8-480fac1f8706,district
GLOB_385,Paravur (Kollam)|Paroe|Paravur|Parur|Paru,Paravur (Kollam),8.810948,76.668577,POINT (76.668577 8.810948),-,-
GLOB_386,Pesa|Pesse|Pandarathuruthu|Pantaartoerdi|Pantaartoerdoe|Pandaraturuth|Peza|Pantuartoerdoe|Panderatourte|Beesa|Pantartoertij|Panderaturty,Pandaraturuth,9.03442,76.51322,POINT (76.51322 9.03442),http://digitaalerfgoed.poolparty.biz/globalise/7ae1058d-6313-435b-a30a-fd1c1b2ac9ee,trading post
GLOB_386_HUM_1,Pandaraturuth (Tollhouse)|Tollhuijs v. Pantuartoerdoe|Tolhuis v: Pantaartoerdi,Pandaraturuth (Tollhouse),9.03442,76.51322,POINT (76.51322 9.03442),https://digitaalerfgoed.poolparty.biz/globalise/6e10b4e5-2a9a-4272-b10d-23c19f1e7448,tollhouse
GLOB_386_HUM_2,Comps Ruisthuijs op Beesa|Pandaraturuth (Resthouse)|'s Comps: Rusthuis op Beesa,Pandaraturuth (Resthouse),9.03442,76.51322,POINT (76.51322 9.03442),https://digitaalerfgoed.poolparty.biz/globalise/e6708012-d771-481c-b0e7-a2a1d34972f2,resthouse
GLOB_387,Peritalij|Nedumangād|Peretaly|Nedumangadu|Peritali,Nedumangād,8.6,77.0,POINT (77 8.6),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_388,Para|Peera|Pera|Perak,Perak,4.616041,101.089515,POINT (101.089515 4.616041),https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB_389,Pennegonde|Pennagonda|Peroegonda Dorgam|Penukonda,Penukonda,14.083333,77.583333,POINT (77.583333 14.083333),http://digitaalerfgoed.poolparty.biz/globalise/84767cdb-cabe-4384-9e51-faca2ae3b864,fortification
GLOB_38_HUM_1,Coilang|Signatti|Kollam (kingdom)|Coulan|Zingenaty|Coilan|Coylan|Coijlan|Desinganadu|Signettij|Desinganad|Coylang|Coijlang|T Ryk van Signatti|Signattij|Signatty|Quilon,Kollam (kingdom),8.88113,76.58469,POINT (76.58469 8.88113),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_38_HUM_2,Koulan|Coulang|Kollam (city),Kollam (city),8.88113,76.58469,POINT (76.58469 8.88113),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|https://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,city|capital
GLOB_38_HUM_3,Kollam (VOC administered area),Kollam (VOC administered area),8.882019,76.592016,POINT (76.592016 8.882019),https://digitaalerfgoed.poolparty.biz/globalise/49b48294-d3be-4a92-a066-a13be466993c,VOC administered area
GLOB_391,Palopo|Paloepoe,Palopo,-2.9925,120.19694,POINT (120.19694 -2.9925),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771|https://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,kingdom|capital
GLOB_392,Natal|Natter|Nattareesen,Natal,0.555015,99.11341,POINT (99.11341 0.555015),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8,town
GLOB_394,Manicorda|Manakkodam|Manicorde|Manikorda|Manikoorde|Manicoorde,Manakkodam,9.75,76.285,POINT (76.285 9.75),http://digitaalerfgoed.poolparty.biz/globalise/07b3f630-b359-4d5d-a0cd-3c029dc1c394,guard post
GLOB_394_HUM_1,'s Comps: Wagtpost Manikoorde|Comps Wagt post Manikoorde|Manakkodam (Guard post),Manakkodam (Guard post),9.75,76.285,POINT (76.285 9.75),https://digitaalerfgoed.poolparty.biz/globalise/07b3f630-b359-4d5d-a0cd-3c029dc1c394,guard post
GLOB_395,Mangie|Mangu|Mangi,Mangie,13.57169,80.14617,POINT (80.14617 13.57169),http://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_397,Maissoer|Maysjour|Maijsoer|Misjour|Maysoer|Maisoer|Mysore|Mysuru|Masoer,Mysuru,12.29791,76.63925,POINT (76.63925 12.29791),http://digitaalerfgoed.poolparty.biz/globalise/e2aea655-e60c-47a1-96d8-4c2fd0f92ba2|http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom|principality
GLOB_397_HUM_1,"Mysuru (Kingdom)|Landen van den Nabab Heiden Ali Chan voordesen behoorende aan den koning van Sammorijn |Koning. van Maissoer|Landen van den Nabab, voordesen toebehoorende aan den Samoryn",Mysuru (Kingdom),12.29791,76.63925,POINT (76.63925 12.29791),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_399,Marua|Marava kingdom|Marruas|Maruasland,Marava kingdom,9.5,78.5,POINT (78.5 9.5),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771|http://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region|kingdom
GLOB_40,"Coromandel|Chormandel|Custe Choromandel|Custe Coromandel|Choromandel|Coromandel Coast|Custe van Cormandel|Cust Coromandel|Coromandel, Kust van|Kust Coromandel|Cormandel",Coromandel Coast,12.073507,79.853473,POINT (79.853473 12.073507),http://digitaalerfgoed.poolparty.biz/globalise/42bea596-3b26-4598-a894-5922ff137c7c,coast
