glob_id,label,pref_label,latitude,longitude,wkt,place_type_uri,place_type
-,Lama|T Eijlant kelang|Vavorlang|Aimoi|Packan|Lamai|Mattysen Eijlant|Tanswei|Tanekoja|Piscadores|de stadt Proventie|Kelangh|Tamsui|Lamo|Kavalang|Quemoi|Loukion|Tankoij|stadt proventie|het vlekje Provintie|Barnagore|Nankin|Rivier van Fabolangh|tansue|Tanswij|Cinchieu|t eijlandt quelangh|Pehouw|Eijmoij|St. Matheus Eijlant|Tanky|Cinchieuw,-,-,-,POINT EMPTY,-,-
GLOB2_E_43,Fusicauwa|富士川|Fusiengauwa|Fusikauwa|Fuji Kawa (Shizuoka)|Fugiengauwa|Fuji-gawa,Fuji Kawa (Shizuoka),35.11606,138.63446,POINT (138.63446 35.11606),https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB2_E_44,Finsqauwa|Fujikawa (Aichi)|Fujikawa|Futskawa|藤川,Fujikawa (Aichi),34.9,137.23333,POINT (137.23333 34.9),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_45,Fusinojamma|Foesinijamma|富士ノ山|Mount Fuji|Fuensenejamma|Fuji-no-yama|Fujiyama,Fujiyama,35.3607,138.72773,POINT (138.72773 35.3607),https://digitaalerfgoed.poolparty.biz/globalise/0c8912b1-6814-4b31-8160-61e51ea1d011,volcano
GLOB2_E_46,藤沢|Fujisawa|Fovissauwa,Fujisawa,35.34926,139.47666,POINT (139.47666 35.34926),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_47,Foekaforij|Fickafoerij|Fockefoeri|Fukahori|Fickaforij|深堀|Ficcafoerij,Fukahori,32.68333,129.81667,POINT (129.81667 32.68333),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_48,福田|Fukuda|Faconda|Foekonda|Fouckonda|Foucconda,Fukuda,32.73333,129.81667,POINT (129.81667 32.73333),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_49,Foekeroy|Fokaroij|Foucouroij|Fouckeraij|Fockeroey|Fouckeroij|Fukuroi|Fouckeroy|袋井|Foukouraij,Fukuroi,34.75,137.91667,POINT (137.91667 34.75),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_5,Holland,Holland,52.25,4.666944,POINT (4.666944 52.25),https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB2_E_50,古館|Fortatie|Furutachi,Furutachi,-,-,POINT EMPTY,https://digitaalerfgoed.poolparty.biz/globalise/7ae1058d-6313-435b-a30a-fd1c1b2ac9ee,trading post
GLOB2_E_51,伏見|Fussimi|Fussimij|Fussumij|Fussima|Fushimi,Fushimi,34.93555,135.76132,POINT (135.76132 34.93555),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_52,Sthagauwe|Stangauwa|Itagauwa|Ftagawa|Futagauwa|Futagawa|Ftagauwa|Foetagawa|二川,Futagawa,34.71667,137.45,POINT (137.45 34.71667),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_53,二日市|Futsukaichi|Foetskaijts,Futsukaichi,33.49475,130.52042,POINT (130.52042 33.49475),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_54,Ginckaij|Ginkaij|Genkai|玄海|Genkai Jima,Genkai Jima,33.68918,130.23189,POINT (130.23189 33.68918),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_55,Gotō Rettō|Gotto|Gotō Islands|Gotho|Goto-retto|五島列島|Gotō Isles,Gotō Rettō,32.85729,128.97225,POINT (128.97225 32.85729),https://digitaalerfgoed.poolparty.biz/globalise/25b09c82-eab3-41d4-9c36-831cfc2b496c,archipelago
GLOB2_E_56,Goi|Goyu|御油|Goij|Goija|Goy,Goyu,34.83333,137.31667,POINT (137.31667 34.83333),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_57,Fakone|Faccone|Facconi|Fakkone|Fouckene|Hakone|箱根,Hakone,35.18945,139.02649,POINT (139.02649 35.18945),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB2_E_58,箱崎|Fackosackij|Hakozaki,Hakozaki,33.61873,130.42293,POINT (130.42293 33.61873),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_59,Fammamats|Famamats|浜松|Hamamatsu,Hamamatsu,34.7,137.73333,POINT (137.73333 34.7),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8,town
GLOB2_E_6,Nederlandt|Dutch Republic,Dutch Republic,52.083,4.3,POINT (4.3 52.083),https://digitaalerfgoed.poolparty.biz/globalise/ebf26f69-b692-437a-b6fa-2bb4ae0ae95b,polity
GLOB2_E_60,Hanamizu Gawa|Hanamizu-gawa|Fanamikauwa|花水川,Hanamizu Gawa,35.31293,139.3353,POINT (139.3353 35.31293),https://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB2_E_61,Hara|Farra|原,Hara,35.12725,138.79541,POINT (138.79541 35.12725),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_62,Harima|播磨|Farima|Tharima,Harima,34.71667,134.86667,POINT (134.86667 34.71667),https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB2_E_63,Henne met de kuijckens| 三ツ瀬|Mitsuse|Hen and Chicks|Mitsu-se,Mitsu-se,32.61584,129.70473,POINT (129.70473 32.61584),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_64,鳥島|Harp's Island|Hen Island|Tori-shima|Torishima,Tori-shima,27.86667,128.23333,POINT (128.23333 27.86667),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_65,Fibi|日比|Hibi|Fibij,Hibi,34.45445,133.92453,POINT (133.92453 34.45445),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_66,肥後|Higo|Fingo|Figo,Higo,32.6875,130.8675,POINT (130.8675 32.6875),https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB2_E_67,Hime Shima|Himeshima|Fimissima|姫島,Hime Shima,33.57106,130.04893,POINT (130.04893 33.57106),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_68,Fimij|Himi|日見,Himi,32.754583,129.946306,POINT (129.946306 32.754583),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_69,Firacatta|枚方|Firakatta|Firaskatta|Hirakata,Hirakata,34.81352,135.64914,POINT (135.64914 34.81352),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_7,Oostceram|East Seram,East Seram,-3.39851,130.39167,POINT (130.39167 -3.39851),https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB2_E_70,Firatske|Firaski|平塚|Hiratsuka,Hiratsuka,35.32785,139.33735,POINT (139.33735 35.32785),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_71,肥前|Fisen|Figien|Fisien|Fiseen|Fusien|Hizen,Hizen,33.16667,130.0,POINT (130 33.16667),https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB2_E_72,Foedagaja|Foedogaja|Fondangaij|Hodogaya|保土ヶ谷,Hodogaya,35.44579,139.58205,POINT (139.58205 35.44579),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_73,Foonsjo|本荘|Honjō,Honjō,33.20297,130.25305,POINT (130.25305 33.20297),https://digitaalerfgoed.poolparty.biz/globalise/b5c00516-6e14-4b47-b6e3-35286ad7af3f,suburb
GLOB2_E_74,Fioonga|兵庫|Hyōgo|Fiongo|Fiungo,Hyōgo,34.67965,135.16496,POINT (135.16496 34.67965),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB2_E_75,Ichinotani|一ノ谷|Issinotamij,Ichinotani,34.64106,135.10349,POINT (135.10349 34.64106),-,-
GLOB2_E_76,Iizuka|Isoeka|Itska|飯塚|Isucka,Iizuka,33.63654,130.68678,POINT (130.68678 33.63654),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_77,Inassa|Mount Inasa|Inasa|稲佐,Mount Inasa,32.752778,129.849444,POINT (129.849444 32.752778),https://digitaalerfgoed.poolparty.biz/globalise/168b4dfb-083c-4c4b-9bc8-4a824da53f0b,mountain
GLOB2_E_78,Iō Jima|Cavalhes|Cavallos Islands|Uvos|Ouvos|伊王島|Uwos|Iōshima,Iō Jima,32.70173,129.77656,POINT (129.77656 32.70173),https://digitaalerfgoed.poolparty.biz/globalise/25b09c82-eab3-41d4-9c36-831cfc2b496c,islands
GLOB2_E_79,Isahaya|諫早|Isaphaja|Isiphaja|Isaphaij,Isahaya,32.84111,130.04306,POINT (130.04306 32.84111),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_8,Langqiao|Lonckjouw|Lonckjauw|Loncquiouw,Langqiao,22.0,120.75,POINT (120.75 22),https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB2_E_80,Isaki|Isaackje|伊崎|Isacki|IJzacq|Isackij,Isaki,33.95456,130.91882,POINT (130.91882 33.95456),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_81,伊勢|Ische|Issje|Isie|Ise,Ise,34.505,136.439722,POINT (136.439722 34.505),https://digitaalerfgoed.poolparty.biz/globalise/0e3137ad-bc4d-4da6-8ba3-f4fc5fe7058f,province
GLOB2_E_82,Issibe|石部|Ishibe|Itzibe,Ishibe,34.99955,136.06137,POINT (136.06137 34.99955),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_83,IJziakus|Isiacoets|Issiacuts|石薬師|Isiacuts|Ishiyakushi|Issiakus|Itsiakuts,Ishiyakushi,34.9,136.55,POINT (136.55 34.9),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_84,Ikino Shima|Ishū|Isjou|壱州,Ikino Shima,33.78833,129.72417,POINT (129.72417 33.78833),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_85,岩城|IJwarij|Iwaki,Iwaki,-,-,POINT EMPTY,https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_86,Eno Shima|江ノ島|Jesinussima|Enoshima,Eno Shima,33.00812,129.34998,POINT (129.34998 33.00812),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_87,Jinoshima|Ginussima|Jino Shima|Sinussima|地ノ島|Simissima|Sinoijssima,Jino Shima,33.90447,130.49756,POINT (130.49756 33.90447),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_88,Kabe Shima|加部島|Cabessima|Kabeshima,Kabe Shima,33.55601,129.88143,POINT (129.88143 33.55601),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_89,Cassia nosima|Casimena Oijssima|Ō Shima|Kajime-no-Ōshima|Casimena Oijsime|梶目ノ大島,Ō Shima,33.90222,130.42414,POINT (130.42414 33.90222),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_9,Songopago|Sungai Pagu|Songipago|Sungai Pagun,Sungai Pagu,-1.45583,101.08278,POINT (101.08278 -1.45583),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB2_E_90,掛川|Kakingawa|Kackingawa|Kakegawa|Kackengauwa|Kockingauwa,Kakegawa,34.76667,138.01667,POINT (138.01667 34.76667),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8,town
GLOB2_E_91,Cammagarij|Cammagari|Cammangarij|蒲刈|Cammangari|Kamagari Islands|Kamagari,Kamagari Islands,34.18614,132.72541,POINT (132.72541 34.18614),https://digitaalerfgoed.poolparty.biz/globalise/25b09c82-eab3-41d4-9c36-831cfc2b496c,islands
GLOB2_E_92,Cammejamma|Chamma-jammae|Kameyama|亀山|Chammenjamma,Kameyama,34.85,136.45,POINT (136.45 34.85),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB2_E_93,Kaminoseki|Camenosicke|Cammenoseki|Cammoniseecki|Kamenasekij|上関|Caminosekij|Cammenoseeckij|Cammonesequij|Camenosickij|Cammenosicqui,Kaminoseki,33.83338,132.10932,POINT (132.10932 33.83338),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB2_E_94,家室|Kamuro|Okikamuro-jima|Camoro|Camro,Okikamuro-jima,33.85196,132.3634,POINT (132.3634 33.85196),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB2_E_95,Cannangauwa|Cammagawa|Kanagawa|神奈川|Camagauwa,Kanagawa,35.48564,139.61876,POINT (139.61876 35.48564),https://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,inhabited place
GLOB2_E_96,Canaje|Cangje|Canaija|Cannaja|Kanaya|Canaije|Canaya|金谷|Canaja,Kanaya,34.82022,138.12775,POINT (138.12775 34.82022),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_97,Cambare|Cambara|Cambarra|蒲原|Cambaro|Combara|Kanbara,Kanbara,35.11738,138.60687,POINT (138.60687 35.11738),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_98,Kanezaki|鐘崎|Canneijsackij,Kanezaki,33.87713,130.53152,POINT (130.53152 33.87713),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB2_E_99,Kanzaki|Kansacki|Cansackij|神崎,Kanzaki,33.30895,130.37383,POINT (130.37383 33.30895),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_1,Aboeboe|Aboebo|Abubu|Abobo,Abubu,-3.692153,128.789113,POINT (128.789113 -3.692153),https://digitaalerfgoed.poolparty.biz/globalise/7c1af419-926c-47c9-9450-05dc5849c05c,negorij [PROBLEMATIC TERM]
GLOB_10,Baypin|Vypin|Baaypinnanden|Baypien|Baaijpin|Baypen|Vaipin|Vypeen|Baijpin|Baipin|Waipin,Vypin,9.983333333|9.9833333333333,76.241666666667|76.24166667,POINT (76.241667 9.983333),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_100,Chicacol|Sicacol|Srikakulam|Siccacol|Gicacol,Srikakulam,18.296,83.897,POINT (83.897 18.296),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|http://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,city|capital
GLOB_101,Salido Ketjil|Silledo|Silida|Zilida|Zelida|Salide|Salida|Sillida|Zillida,Salide,-1.3291,100.57112,POINT (100.57112 -1.3291),https://digitaalerfgoed.poolparty.biz/globalise/7c1af419-926c-47c9-9450-05dc5849c05c,negorij [PROBLEMATIC TERM]
GLOB_102,Chingleput|Singlepette|Chengalpattu|Singelepette,Chengalpattu,12.69184,79.97661,POINT (79.97661 12.69184),http://digitaalerfgoed.poolparty.biz/globalise/40217104-de46-42ed-80c8-480fac1f8706,district
GLOB_103,Sincol|Chincol|Sinkol|Chinkol|Singkil|Singkel,Singkil,2.270915,97.811269,POINT (97.811269 2.270915),https://digitaalerfgoed.poolparty.biz/globalise/d4dafba3-2344-4f5a-a94d-ed988069d0e5,village
GLOB_104,Sonnebay|Sonbait|Sonba'i,Sonba'i,-9.52889,124.425,POINT (124.425 -9.52889),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_105,Soping|Soppeng|Sopeng|Sopèng|Watansoppeng,Watansoppeng,-4.354526,119.879976,POINT (119.879976 -4.354526),https://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_107,Tacauw|Tiku|Tikoes|Ticou|Tico|Ticous,Tiku,-0.3958,99.92307,POINT (99.92307 -0.3958),https://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_108,Tifore|Tafure|Pulau Tifore|Tafoure|Taffoery,Pulau Tifore,0.97348,126.14082,POINT (126.14082 0.97348),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_109,Trankebar|Trangabarij|Tharangambadi|Tranquebaar|Tranquebare|Tranckebare|Trangebare,Tharangambadi,11.02764,79.85425,POINT (79.85425 11.02764),http://digitaalerfgoed.poolparty.biz/globalise/79dd26ba-f8df-4c5e-8783-27417a48fa99,settlement
GLOB_10_GEO_1,T Eyland Baaypinnanden|Vypin Island|Eyland Baypien|'t Eyland Baypien van den Koning van Cochim,Vypin Island,9.983333333,76.24166667,POINT (76.241667 9.983333),https://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_10_HUM_1,Kerk van Baypien|Roomsche Kerk van Baaijpin|Vypin (Church)|Baijpin,Vypin (Church),9.983333333,76.24166667,POINT (76.241667 9.983333),https://digitaalerfgoed.poolparty.biz/globalise/d988ee0d-6b1c-4ba3-96f5-a95a5fd672da,church
GLOB_11,Pulau Bangka|Banka|Banca|Bankas|Bangka,Pulau Bangka,1.7968,125.153,POINT (125.153 1.7968),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_110,Trisieur|Tritchoer|Trichur|Thrissur|Tritsjoer,Thrissur,10.51667,76.21667,POINT (76.21667 10.51667),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_111,Triwiloer|Tiruvalur|Thiruvarur|Triwaloer|Tawaloer,Thiruvarur,10.77269,79.6368,POINT (79.6368 10.77269),https://digitaalerfgoed.poolparty.biz/globalise/8e41887e-0111-4667-b209-9d0da933b7d8,town
GLOB_112,Warkai|Pulau Workai|Workai|Wirkay|Warkay|Wirkai,Pulau Workai,-6.683388,134.698884,POINT (134.698884 -6.683388),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_113,Hochieuw|Fu-tsjou|Hockzeo|Hoccheo|Hockcheeuw|Fuzhou|Hocksieuw|Hockseo|Fucheo|Fu-Tsjou|Hocsiuw|福州|Hochsieu|Hoksieu|Hocksieu|Focheu|Hockzieuw|Hockseuw|Hocsieu|Houcksieuw|Hocheo,Fuzhou,26.058633,119.306345,POINT (119.306345 26.058633),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|http://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port|city
GLOB_114,Fukuoka|Fakkatta|Hakata|Facatta|博多|Fakata,Fukuoka,33.6,130.41667,POINT (130.41667 33.6),http://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_115,Bangaij|Bongay|Banggai|Pulau Banggai|Gapi|Bengaaij|Bangay,Pulau Banggai,-1.611345,123.558311,POINT (123.558311 -1.611345),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_116,小琉球|Xiao Liuqiu|Lambai|Lamei|Lamey|Lamay|Gouden Leeuwseiland|Liuqiu Yu,Liuqiu Yu,22.34045,120.37151,POINT (120.37151 22.34045),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_117,Perzische Golf|Persian Gulf|Golffo,Persian Gulf,27.0,51.0,POINT (51 27),http://digitaalerfgoed.poolparty.biz/globalise/f4f67f28-f00c-4888-a286-f712d82aa9a2,gulf
GLOB_118,Lamoa|Nanao|南澳|Lamo|Namoa|Nan’ao Dao|La Moa|Lamoe,Nan’ao Dao,23.43357,117.05296,POINT (117.05296 23.43357),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_119,Xiaojinmen Dao|Lessou|Lieh-hsü,Xiaojinmen Dao,24.43316,118.24472,POINT (118.24472 24.43316),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_12,Bassora|Balsra|Bassoera|Al Basrah|Bassura|Basrah|Bassoura|Basra|Baçora,Basrah,30.523193,47.83468,POINT (47.83468 30.523193),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_120,"Aur, Pulu|Aur|Laur|Auer|Pulau Aur",Pulau Aur,2.44969,104.52109,POINT (104.52109 2.44969),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_121,Salang|Ko Phuket|Jung Ceylon|Tanjongh Selang|Oedjang Salang|Udjung Salang|Udjung Selang,Ko Phuket,7.880726,98.36666667,POINT (98.366667 7.880726),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_122,Jortan|Jaratan|Djaratan,Jaratan,-7.158806,112.646055,POINT (112.646055 -7.158806),http://digitaalerfgoed.poolparty.biz/globalise/93a0b2c9-ad9a-4bab-8620-11b5c1e01f37,port
GLOB_123,Oostkust|Java's Eastern Coast|Oostkust van Java|Java's Oostkust,Java's Eastern Coast,-7.628886,112.9594,POINT (112.9594 -7.628886),https://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
GLOB_124,Keelung|Quelang|Kelan|Kelang|Chi-lung|Jilong|Kelangh|Heping Dao|Heping|Ki-Lung,Heping Dao,25.156956,121.765803,POINT (121.765803 25.156956),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_125,Bagdat|Baghdad|Bagadeth|Bagdad,Baghdad,33.33333333,44.43333333,POINT (44.433333 33.333333),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_126,"Lirang|Pulau Liran|Babi, Pulau|Liran|Lierong",Pulau Liran,-8.01275,125.7459,POINT (125.7459 -8.01275),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_127,Halmaheira|Halmaherra|Batutjina|Halamahera|Pulau Halmahera,Pulau Halmahera,0.6,127.85,POINT (127.85 0.6),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_129,Ambonia|Amboyna|Amboina|Pulau Ambon|Ambon,Pulau Ambon,-3.706666667,128.1647222,POINT (128.164722 -3.706667),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_13,Battahan|Batahan,Batahan,0.4005,99.1385,POINT (99.1385 0.4005),http://digitaalerfgoed.poolparty.biz/globalise/d1f592cd-dec1-4f42-bb73-930ce816dfaf,landschap
GLOB_130,Indragiri|Andragierij|Andrahira|Andragirij|Indragiri River|Andragiry|Indragirj|Andragiri,Indragiri River,-0.381494,102.339056,POINT (102.339056 -0.381494),http://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB_132,Ikitsuki|Cotche|Ikitsuki Shima,Ikitsuki Shima,33.38269,129.4211,POINT (129.4211 33.38269),http://digitaalerfgoed.poolparty.biz/globalise/d8b4d9c6-11b3-430a-ba08-48eb1f3a8f56,island
GLOB_133,Edo|Jedo|Tokio|江戸|Tokyo|Yedo,Tokyo,35.67972088,139.7632568,POINT (139.763257 35.679721),https://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683|https://digitaalerfgoed.poolparty.biz/globalise/2b007e6a-a299-413b-bc7f-51e69a9e1fab,city|capital
GLOB_134,Johor|Johore|Djohore|Ior,Johor,1.48722,103.781,POINT (103.781 1.48722),http://digitaalerfgoed.poolparty.biz/globalise/6f1f178a-fa6f-4553-a723-99f9d909a771,kingdom
GLOB_135,Chincheu|Tsjintsjoe|Jiulong|Chincheo,Chincheo,24.49359,117.7862,POINT (117.7862 24.49359),-,-
GLOB_135_GEO_1,Chincheo|Jiulong|Jiulong Jiang|Chincheu|Tsjintsjoe,Jiulong Jiang,24.49359,117.7862,POINT (117.7862 24.49359),http://digitaalerfgoed.poolparty.biz/globalise/cf7cc49f-738b-48b0-80a7-476244ba4919,river
GLOB_135_HUM_1,Cancieuw|Chincheo|Zhangzhou|Chincheu|Chancheo|Cancheo|Sancheo|Tsjintsjoe|漳州|Chanchouw|Chanchseo,Zhangzhou,24.51333,117.65556,POINT (117.65556 24.51333),http://digitaalerfgoed.poolparty.biz/globalise/20d7cfe7-b3b1-4223-b2b4-d9f6ddb2e683,city
GLOB_135_HUM_2,Chincheu|Tsjintsjoe|Chincheo,Chincheo,24.49359,117.7862,POINT (117.7862 24.49359),http://digitaalerfgoed.poolparty.biz/globalise/06278cc4-0ec4-4376-b869-8c21bf507894,region
